,Player,Nation,Born
1008,Ivan Šunjić,hr CRO,1996.0
1011,Jakub Świerczok,pl POL,1992.0
1013,Jan Sýkora,cz CZE,1993.0
1018,Joonas Tamm,ee EST,1992.0
1019,Ivan Taranov,ru RUS,1986.0
1020,Aleksandr Tashayev,ru RUS,1994.0
1021,Florian Taulemesse,fr FRA,1986.0
1022,James Tavernier,eng ENG,1991.0
1024,Tchê Tchê,br BRA,1992.0
1028,Georgi Terziev,bg BUL,1992.0
1029,Tete,es ESP,1985.0
1032,Joachim Thomassen,no NOR,1988.0
1033,Nicolaj Thomsen,dk DEN,1993.0
1034,Manuel Thurnwald,at AUT,1998.0
1036,Artyom Timofeyev,ru RUS,1994.0
1038,Dorukhan Toköz,tr TUR,1996.0
1040,Joan Tomàs,es ESP,1985.0
1041,Marin Tomasov,hr CRO,1987.0
1043,Gökhan Töre,tr TUR,1992.0
1049,Martin Tóth,sk SVK,1986.0
1053,Michal Trávník,cz CZE,1994.0
1054,Adrien Trebel,fr FRA,1991.0
1055,Ivan Tričkovski,mk MKD,1987.0
1057,Anders Trondsen,no NOR,1995.0
1059,Joan Truyols,es ESP,1989.0
1061,Heorhii Tsitaishvili,ua UKR,2000.0
1063,Jasse Tuominen,fi FIN,1995.0
1064,David Turpel,lu LUX,1992.0
1065,Jon-Helge Tveita,no NOR,1992.0
1070,Necip Uysal,tr TUR,1991.0
1071,Maksim Valadzko,by BLR,1992.0
1076,Zinho Vanheusden,be BEL,1999.0
1077,Fernando Varela,cv CPV,1987.0
1078,Giorgos Vasiliou,cy CYP,1984.0
1084,Yari Verschaeren,be BEL,2001.0
1085,Domagoj Vida,hr CRO,1989.0
1087,Vieirinha,pt POR,1986.0
1088,Matthías Vilhjálmsson,is ISL,1987.0
1089,Andreas Vindheim,no NOR,1995.0
1090,Paulo Vinícius,hu HUN,1990.0
1091,Zakhar Volkov,by BLR,1997.0
1095,Ognjen Vranješ,ba BIH,1989.0
1098,Avdija Vršajević,ba BIH,1986.0
1100,Güray Vural,tr TUR,1988.0
1102,Wanderson,bg BUL,1988.0
1104,Amr Warda,eg EGY,1993.0
1111,Pontus Wernbloom,se SWE,1986.0
1116,Jonas Wind,dk DEN,1999.0
1117,Adrian Winter,ch SUI,1986.0
1120,Joe Worrall,eng ENG,1997.0
1121,Dries Wouters,be BEL,1997.0
1123,Evgeni Yablonski,by BLR,1995.0
1125,Najeeb Yakubu,gh GHA,2000.0
1126,Andrey Yeshchenko,ru RUS,1984.0
1127,Deniz Yılmaz,tr TUR,2000.0
1128,Kubilay Yilmaz,tr TUR,1996.0
1131,Mustafa Yumlu,tr TUR,1987.0
1132,Héctor Yuste,es ESP,1988.0
1133,Anton Zabolotny,ru RUS,1991.0
1134,Kristoffer Zachariassen,no NOR,1994.0
1135,Baktiyor Zainutdinov,kz KAZ,1998.0
1138,Zeca,gr GRE,1988.0
1140,Emilio Zelaya,ar ARG,1987.0
1145,Roman Zobnin,ru RUS,1994.0
1146,Abdellah Zoubir,fr FRA,1991.0
1147,Lavdim Zumberi,rs SRB,1999.0
0,Hatem Abd Elhamed,il ISR,1991.0
2,Anicet Abel,mg MAD,1990.0
3,Myenty Abena,sr SUR,1994.0
7,Zakaria Aboukhlal,ma MAR,2000.0
13,Kemal Ademi,ch SUI,1996.0
16,Mikel Agu,ng NGA,1993.0
17,Anel Ahmedhodzic,ba BIH,1999.0
22,Babajide Akintola,ng NGA,1996.0
23,Muhammet Akpınar,tr TUR,2002.0
24,Nana Akwasi Asare,gh GHA,1986.0
30,Almoatasembellah Ali,ly LBY,1996.0
31,Domingos André Ribeiro Almeida,pt POR,2000.0
33,Stathis Aloneftis,cy CYP,1983.0
36,Selim Amallah,ma MAR,1996.0
38,Andrés Andrade Cedeño,pa PAN,1998.0
40,Marc Andre Schmerböck,at AUT,1994.0
47,Marco Aratore,ch SUI,1991.0
50,Joe Aribo,ng NGA,1996.0
52,Arthur,br BRA,1998.0
53,Serkan Asan,tr TUR,1999.0
55,Gjermund Åsen,no NOR,1991.0
58,Luís Aurélio,pt POR,1988.0
59,Donis Avdijaj,xk KVX,1996.0
61,Behlül Aydın,tr TUR,2000.0
62,Yassin Ayoub,nl NED,1994.0
66,Vladyslav Babohlo,ua UKR,1998.0
68,Stéphane Badji,sn SEN,1990.0
71,Kenan Bajrić,si SVN,1994.0
72,Husein Balic,at AUT,1996.0
73,Yevhen Banada,ua UKR,1992.0
77,Brandon Barker,eng ENG,1996.0
79,Karlo Bartolec,hr CRO,1995.0
87,Kerem Baykuş,tr TUR,2000.0
89,Aziz Behich,au AUS,1990.0
90,Felix Beijmo,se SWE,1998.0
104,Steven Berghuis,nl NED,1991.0
105,Emil Bergström,se SWE,1993.0
110,Di'Shon Bernard,eng ENG,2000.0
112,Antoine Bernier,be BEL,1997.0
114,Adel Bettaieb,tn TUN,1997.0
115,Denys Bezborodko,ua UKR,1994.0
116,Roman Bezjak,si SVN,1989.0
117,Roman Bezus,ua UKR,1990.0
118,Pep Biel,es ESP,1996.0
122,Dan Bitton,il ISR,1995.0
123,Nir Bitton,il ISR,1991.0
127,Myron Boadu,nl NED,2001.0
130,Merveille Bokadi,cd COD,1992.0
134,Kévin Boli,fr FRA,1991.0
136,Aleksandar Boljević,me MNE,1995.0
140,Valeriy Bondarenko,ua UKR,1994.0
141,Mihai Bordeianu,ro ROU,1991.0
146,Mattia Bottani,ch SUI,1991.0
147,Eric Botteghin,br BRA,1987.0
150,Mohamed Bouchouari,be BEL,2000.0
152,Sabir Bougrine,be BEL,1996.0
154,Tyler Boyd,us USA,1994.0
155,Vasil Bozhikov,bg BUL,1988.0
165,Kevin Bua,ch SUI,1993.0
166,D'Mani Bughail-Mellor,eng ENG,2000.0
167,Hlib Bukhal,ua UKR,1995.0
168,Orges Bunjaku,ch SUI,2001.0
169,Andrei Burcă,ro ROU,1993.0
170,Nicolas Bürgy,ch SUI,1995.0
179,Caju,br BRA,1995.0
187,Camora,ro ROU,1986.0
188,Gastón Campi,ar ARG,1991.0
189,Samuele Campo,ch SUI,1995.0
191,Ahmet Canbaz,tr TUR,1998.0
194,Carlinhos,br BRA,1994.0
196,David Carmo,pt POR,1999.0
199,Alessio Castro-Montes,be BEL,1997.0
201,Amar Ćatić,ba BIH,1999.0
202,Aleksandar Čavrić,rs SRB,1994.0
204,Emil Ceide,no NOR,2001.0
206,Mike Cestor,cd COD,1992.0
207,Giorgi Chakvetadze,ge GEO,1999.0
218,Jordy Clasie,nl NED,1991.0
219,Gaël Clichy,fr FRA,1985.0
222,Eray Cömert,ch SUI,1998.0
223,Kobe Cools,be BEL,1997.0
226,Kamil Çörekçi,tr TUR,1992.0
231,Murilo Costa,br BRA,1994.0
232,Miroslav Čovilo,rs SRB,1986.0
235,Domen Črnigoj,si SVN,1995.0
237,Emmanuel Culio,ar ARG,1983.0
238,Olivier Custodio,ch SUI,1995.0
247,Erik Daniel,cz CZE,1992.0
248,Danilo,br BRA,1999.0
249,Fabio Daprelà,ch SUI,1991.0
250,Mohammed Daramy,dk DEN,2002.0
254,Maxim De Cuyper,be BEL,2000.0
256,Vernon De Marco Morlacchi,es ESP,1992.0
257,Tomas De Vincenti,ar ARG,1989.0
258,Ciprian Deac,ro ROU,1986.0
261,Brecht Dejaegere,be BEL,1991.0
264,Karamoko Dembele,sco SCO,2003.0
269,Jan-Arie van der Heijden,nl NED,1988.0
270,Jasper van der Werff,ch SUI,1998.0
281,Igor Diveev,ru RUS,1999.0
288,Douglas,br BRA,1990.0
291,Oleksiy Dovhyi,ua UKR,1989.0
293,Dejan Dražić,rs SRB,1995.0
294,Ferdy Druijf,nl NED,1998.0
295,Bruno Duarte,br BRA,1996.0
296,Kaspars Dubra,lv LVA,1990.0
300,Abdurrahim Dursun,tr TUR,1998.0
305,George Edmundson,eng ENG,1997.0
307,Wilson Eduardo,ao ANG,1990.0
308,Marcus Edwards,eng ENG,1998.0
309,Giorgos Efrem,cy CYP,1989.0
312,Caleb Ekuban,gh GHA,1994.0
314,Eljero Elia,nl NED,1987.0
316,Yao Eloge Koffi,ci CIV,1996.0
323,Doğan Erdoğan,tr TUR,1996.0
327,Ricardo Esgaio,pt POR,1993.0
332,Håkon Evjen,no NOR,2000.0
333,Mohamed Ezzarfani,ma MAR,1997.0
346,Ivanildo Fernandes,pt POR,1996.0
349,Rodrigo Fernandes,pt POR,2001.0
354,Petar Filipović,de GER,1990.0
364,Fransérgio,br BRA,1990.0
367,Dominik Frieser,at AUT,1993.0
373,Ethan Galbraith,nir NIR,2001.0
374,Galeno,br BRA,1997.0
381,Mickaël Garos,fr FRA,1988.0
384,Nicolas Gavory,fr FRA,1995.0
387,Lutsharel Geertruida,nl NED,2000.0
388,Savvas Gentsoglou,gr GRE,1990.0
390,Alexander Gerndt,se SWE,1986.0
392,Petar Gigić,rs SRB,1997.0
396,Franck Gniangbo,ci CIV,1999.0
399,Okechukwu Godson Azubuike,ng NGA,1997.0
400,Cèdric Gogoua,ci CIV,1994.0
401,Thomas Goiginger,at AUT,1993.0
403,Manfred Gollner,at AUT,1990.0
404,Cătălin Golofca,ro ROU,1990.0
415,Dragoș Grigore,ro ROU,1986.0
419,Magaye Gueye,fr FRA,1990.0
420,Stefano Guidotti,ch SUI,1999.0
429,Linus Hallenius,se SWE,1989.0
431,Florent Hanin,dz ALG,1990.0
432,Ridgeciano Haps,nl NED,1993.0
435,Pantelis Hatzidiakos,gr GRE,1997.0
436,Stefan Haudum,at AUT,1994.0
449,Ovidiu Hoban,ro ROU,1982.0
450,Amar Hodzić,at AUT,1999.0
453,Filip Holender,hu HUN,1994.0
454,James Holland,au AUS,1989.0
455,Dávid Holman,hu HUN,1993.0
458,André Horta,pt POR,1996.0
459,Ricardo Horta,pt POR,1994.0
460,Majid Hosseini,ir IRN,1996.0
462,Dmytro Hrechyshkin,ua UKR,1991.0
463,Víctor Hugo García,ve VEN,1994.0
468,Atiba Hutchinson,ca CAN,1983.0
470,Rabiu Ibrahim,ng NGA,1991.0
471,İsmayıl İbrahimli,az AZE,1998.0
476,Mohammed Ihattaren,nl NED,2002.0
477,Danylo Ihnatenko,ua UKR,1997.0
482,Jo Inge Berget,no NOR,1990.0
485,Nicholas Ioannou,cy CYP,1995.0
488,Vakoun Issouf Bayo,ci CIV,1997.0
489,Elis Isufi,ch SUI,2000.0
491,Đorđe Ivanović,rs SRB,1995.0
493,Antonio Jakoliš,hr CRO,1992.0
504,Bertino João Barbosa,pt POR,1992.0
505,Joãozinho,pt POR,1989.0
506,Bjørn Johnsen,no NOR,1991.0
508,Jordan Jones,nir NIR,1994.0
514,Jorginho,gw GNB,1995.0
519,Nicolai Jørgensen,dk DEN,1991.0
522,Kerem Kalafat,tr TUR,2001.0
525,Glen Kamara,fi FIN,1995.0
526,Florian Kamberi,ch SUI,1995.0
528,Joeri de Kamps,nl NED,1992.0
530,Vadim Karpov,ru RUS,2002.0
533,Mikkel Kaufmann,dk DEN,2001.0
534,Erdogan Kaya,tr TUR,2001.0
535,Ákos Kecskés,hu HUN,1996.0
542,Sergei Khizhnichenko,kz KAZ,1991.0
547,Mehdi Kirch,fr FRA,1990.0
548,Ryan Klapp,lu LUX,1993.0
553,Jonas Knudsen,dk DEN,1992.0
557,Orkun Kökçü,tr TUR,2000.0
563,Teun Koopmeiners,nl NED,1998.0
568,Kyrylo Kovalets,ua UKR,1993.0
574,Giorgi Kvilitaia,ge GEO,1993.0
578,Ethan Laird,eng ENG,2001.0
580,Sam Larsson,se SWE,1993.0
581,Dimitri Lavalée,be BEL,1997.0
582,Numa Lavanchy,ch SUI,1993.0
583,Corenthyn Lavie,fr FRA,1995.0
586,Ramon Leeuwin,sr SUR,1987.0
589,Mario Leitgeb,at AUT,1988.0
592,Thibaut Lesquoy,be BEL,1995.0
594,Dylan Levitt,wal WAL,2000.0
596,Michael Liendl,at AUT,1985.0
601,Marin Ljubičić,hr CRO,1988.0
610,Sandi Lovrić,si SVN,1998.0
612,Valeriy Luchkevych,ua UKR,1996.0
623,Aleksandar Lutovac,rs SRB,1997.0
624,Davidson da Luz Pereira,br BRA,1991.0
632,Andreas Makris,cy CYP,1995.0
634,Tyrell Malacia,nl NED,1999.0
637,Felix Mambimbi,ch SUI,2001.0
640,Cristian Manea,ro ROU,1997.0
642,Rúnar Már Sigurjónsson,is ISL,1990.0
645,Yannick Marchand,ch SUI,2000.0
647,Mijat Marić,ch SUI,1984.0
651,Sulayman Marreh,gm GAM,1996.0
665,Uroš Matić,mk MKD,1990.0
674,Jurij Medvedev,cz CZE,1996.0
679,José Mena Rodríguez,es ESP,1998.0
680,Pedro Mendes,pt POR,1999.0
681,Laurent Mendy,sn SEN,1998.0
682,Teden Mengi,eng ENG,2002.0
683,Giorgos Merkis,cy CYP,1984.0
685,Peter Michorl,at AUT,1995.0
686,Fredrik Midtsjø,no NOR,1993.0
687,Dragan Mihajlović,ch SUI,1991.0
688,Nemanja Miletić,rs SRB,1991.0
690,Denys Miroshnichenko,ua UKR,1994.0
694,Milad Mohammadi,ir IRN,1993.0
696,Guillermo Molins,se SWE,1988.0
701,Charles Morren,be BEL,1992.0
707,Robert Mudražija,hr CRO,1997.0
713,Rahil Məmmədov,az AZE,1995.0
720,Adi Nalic,se SWE,1997.0
721,Younes Namli,dk DEN,1994.0
723,Omar Natami,it ITA,1998.0
726,Umut Nayir,tr TUR,1993.0
730,Victor Nelsson,dk DEN,1998.0
743,Nono,es ESP,1993.0
745,João Novais,pt POR,1993.0
746,Filip Novák,cz CZE,1990.0
747,Michael Novak,at AUT,1990.0
750,Anthony Nwakaeme,ng NGA,1989.0
753,Linus Obexer,ch SUI,1997.0
754,John Obi Mikel,ng NGA,1987.0
757,Vadis Odjidja-Ofoe,be BEL,1989.0
767,Billel Omrani,fr FRA,1993.0
768,Ogenyi Onazi,ng NGA,1992.0
770,Bojan Ostojić,rs SRB,1984.0
776,Bryan Oviedo,cr CRC,1990.0
777,Elisha Owusu,fr FRA,1997.0
784,João Palhinha,pt POR,1995.0
785,Avraam Papadopoulos,gr GRE,1984.0
788,Abdülkadir Parmak,tr TUR,1994.0
790,Pavlo Pashayev,az AZE,1988.0
794,Nathan Patterson,sco SCO,2001.0
795,Paulinho,pt POR,1992.0
797,Alexandru Păun,ro ROU,1995.0
799,Lazar Pavlović,rs SRB,2001.0
801,Pedrão,br BRA,1992.0
811,João Pereira,pt POR,1984.0
817,Taylor Perry,eng ENG,2001.0
818,Yuriy Pertsukh,kz KAZ,1996.0
819,Andrei Peteleu,ro ROU,1992.0
820,Raoul Petretta,it ITA,1997.0
826,Ihor Plastun,ua UKR,1990.0
827,Gonzalo Plata,ec ECU,2000.0
830,Emanuel Pogatetz,at AUT,1983.0
834,Matt Polster,us USA,1993.0
843,Evgen Protasov,ua UKR,1997.0
844,Afimico Pululu,fr FRA,1999.0
847,Marko Raguž,at AUT,1998.0
848,Erdal Rakip,se SWE,1996.0
850,Largie Ramazani,be BEL,2001.0
851,Eric Ramires,br BRA,2000.0
853,Christian Ramsebner,at AUT,1989.0
854,Reinhold Ranftl,at AUT,1992.0
858,Rafael Ratão,br BRA,1995.0
863,Dominik Reiter,at AUT,1998.0
864,René Renner,at AUT,1993.0
866,Moha Rharsalla,ma MAR,1993.0
871,Marcel Ritzmaier,at AUT,1993.0
872,Blas Riveros,py PAR,1998.0
873,Nemanja Rnić,rs SRB,1984.0
874,Scott Robertson,sco SCO,2001.0
875,Robinho,br BRA,1984.0
877,Rochinha,pt POR,1995.0
882,Francisco Rodríguez Araya,ch SUI,1995.0
883,Genaro Rodríguez Serrano,es ESP,1998.0
887,Jaime Romero,es ESP,1990.0
888,Mario Rondón,ve VEN,1986.0
892,Dorin Rotariu,ro ROU,1995.0
898,Jonathan Sabbatini,uy URU,1988.0
899,Thomas Sabitzer,at AUT,2000.0
900,Falaye Sacko,ml MLI,1995.0
911,Edvard Sandvik Tagseth,no NOR,2001.0
913,Lucas Santos,br BRA,1999.0
915,Pablo Santos,br BRA,1992.0
917,Zvonimir Šarlija,hr CRO,1996.0
918,Franklin Sasere,ng NGA,1997.0
920,Aleksandar Šćekić,me MNE,1991.0
921,Didar Schalmukan,kz KAZ,1996.0
924,Alexander Schmidt,at AUT,1998.0
925,Lukas Schmitz,de GER,1988.0
927,Lukas Schöfl,at AUT,2001.0
934,Marcos Senesi,ar ARG,1997.0
936,Nuno Sequeira,pt POR,1990.0
939,Dmytro Shastal,ua UKR,1995.0
949,Ragnar Sigurðsson,is ISL,1986.0
954,Raul Silva,br BRA,1989.0
956,Luka Šimunović,hr CRO,1997.0
959,Luis Sinisterra,co COL,1999.0
961,Artem Sitalo,ua UKR,1989.0
962,Dmitri Skopintsev,ru RUS,1997.0
965,Michal Škvarka,sk SVK,1992.0
972,Michael Sollbauer,at AUT,1990.0
974,José Sosa,ar ARG,1985.0
976,Seydouba Soumah,gn GUI,1991.0
977,Dyego Sousa,pt POR,1989.0
978,Lucas Souza,br BRA,1990.0
981,Marvin Spielmann,ch SUI,1996.0
983,Andraž Šporar,si SVN,1994.0
985,Sven Sprangler,at AUT,1995.0
986,Jens Stage,dk DEN,1996.0
989,Joshua Steiger,at AUT,2001.0
990,Calvin Stengs,nl NED,1998.0
992,Tymur Stetskov,ua UKR,1998.0
993,Filip Stevanovic,rs SRB,2002.0
994,Greg Stewart,sco SCO,1990.0
1002,Yukinari Sugawara,jp JPN,2000.0
1003,Artem Sukhotskyi,ua UKR,1992.0
1005,Fulvio Sulmoni,ch SUI,1986.0
1006,Mateo Sušić,ba BIH,1990.0
1008,Jonas Svensson,no NOR,1993.0
1015,Musa Al-Taamari,jo JOR,1997.0
1028,Greg Taylor,sco SCO,1997.0
1029,Mavis Tchibota,cg CGO,1996.0
1030,Joao Teixeira,pt POR,1996.0
1035,Samuel Tetteh,gh GHA,1996.0
1036,Ryan Thomas,nz NZL,1994.0
1043,Žarko Tomašević,me MNE,1990.0
1045,Jens Toornstra,nl NED,1989.0
1049,Zoran Tošić,rs SRB,1987.0
1055,Gernot Trauner,at AUT,1992.0
1056,Maksym Tretyakov,ua UKR,1996.0
1063,Arda Turan,tr TUR,1987.0
1064,Hüseyin Türkmen,tr TUR,1998.0
1065,Mikael Tørset Johnsen,no NOR,2000.0
1066,Uğur Uçar,tr TUR,1987.0
1070,Slobodan Urošević,rs SRB,1994.0
1073,Fıratcan Üzüm,tr TUR,1999.0
1077,Gustav Valsvik,no NOR,1993.0
1080,Guillermo Varela,uy URU,1993.0
1081,Roland Varga,hu HUN,1990.0
1086,Bálint Vécsei,hu HUN,1993.0
1087,Frederico Venâncio,pt POR,1993.0
1090,Bruno Viana,br BRA,1995.0
1091,Diogo Viana,pt POR,1990.0
1092,William Vick,dk DEN,2003.0
1101,Paulo Vinícius,br BRA,1984.0
1103,Ron Vlaar,nl NED,1985.0
1108,Praxitelis Vouros,gr GRE,1995.0
1110,Igor Vujačić,me MNE,1994.0
1122,Christopher Wernitznig,at AUT,1990.0
1123,Christos Wheeler,cy CYP,1997.0
1125,Philipp Wiesinger,at AUT,1994.0
1126,Owen Wijndal,nl NED,1999.0
1134,Ricky van Wolfswinkel,nl NED,1989.0
1135,Markus Wostry,at AUT,1992.0
1136,Stijn Wuytens,be BEL,1989.0
1138,Taulant Xhaka,al ALB,1991.0
1139,Güven Yalçın,tr TUR,1999.0
1140,Roman Yaremchuk,ua UKR,1995.0
1141,Kartal Yılmaz,tr TUR,2000.0
1145,Maksym Zaderaka,ua UKR,1994.0
1148,Andriy Zaporozhan,ua UKR,1983.0
1149,Saša Zdjelar,rs SRB,1995.0
1151,Cedric Zesiger,ch SUI,1998.0
1152,Edon Zhegrova,xk KVX,1999.0
1156,Luca Zuffi,ch SUI,1990.0
1157,Damjan Đoković,hr CRO,1990.0
0,Brenden Aaronson,us USA,2000.0
2,Shehu Abdullahi,ng NGA,1993.0
5,Joel Abu Hanna,il ISR,1998.0
6,Elton Acolatse,nl NED,1995.0
11,Jonathan Agudelo,co COL,1992.0
12,Ahmed Ahmedov,bg BUL,1995.0
25,Christos Almpanis,gr GRE,1994.0
28,Rodrigo Alves Soares,br BRA,1992.0
35,Armando Anastasio,it ITA,1996.0
37,Patrick Andrade,cv CPV,1993.0
40,Franko Andrijašević,hr CRO,1991.0
42,Thanasis Androutsos,gr GRE,1997.0
44,Karim Ansarifard,ir IRN,1990.0
48,Aaron Appindangoyé,ga GAB,1992.0
51,Kelvin Arase,at AUT,1999.0
56,Hakan Arslan,tr TUR,1988.0
57,Dino Arslanagic,be BEL,1993.0
58,Ernest Asante,gh GHA,1988.0
63,Fredrik Aursnes,no NOR,1995.0
66,Mohammad Awwad,il ISR,1997.0
67,Miguel Azeez,eng ENG,2002.0
73,Alexander Bah,dk DEN,1997.0
80,Michel-Ange Balikwisha,be BEL,2001.0
81,Folarin Balogun,eng ENG,2001.0
83,Matan Baltaxa,il ISR,1995.0
85,Mory Bamba,ci CIV,2002.0
87,Naoufal Bannis,nl NED,2002.0
88,Jakub Barac,cz CZE,1996.0
90,Yusuf Barasi,tr TUR,2003.0
92,Lucas Bareiro,ar ARG,1995.0
97,Calvin Bassey,it ITA,1999.0
99,Dylan Batubinsika,fr FRA,1996.0
103,Dominik Baumgartner,at AUT,1996.0
104,Éric Bauthéac,fr FRA,1987.0
106,Tural Bayramov,az AZE,2001.0
112,Stefano Beltrame,it ITA,1993.0
113,Tal Ben Haim,il ISR,1989.0
119,Sterling Benzi,cf CTA,1996.0
120,Michal Beran,cz CZE,2000.0
130,Ben Bitton,il ISR,1991.0
133,Martin Bjørnbak,no NOR,1992.0
134,Nick Blackman,bb BRB,1989.0
142,Mathis Bolly,ci CIV,1990.0
146,Jordan Botaka,cd COD,1993.0
148,Ioannis-Foivos Botos,gr GRE,2000.0
152,Frank Boya,cm CMR,1996.0
153,Andy Boyle,ie IRL,1991.0
155,Filip Braut,hr CRO,2002.0
156,Emil Breivik,no NOR,2000.0
162,Ola Brynhildsen,no NOR,1999.0
163,Osman Bukari,gh GHA,1998.0
166,Robbie Burton,wal WAL,1999.0
167,Aurélio Buta,pt POR,1997.0
175,Samba Camara,ml MLI,1992.0
177,David Cancola,at AUT,1996.0
178,Luka Capan,hr CRO,1995.0
180,Joachim Carcela,be BEL,1999.0
182,Graham Carey,ie IRL,1989.0
183,João Carlos Teixeira,pt POR,1993.0
184,José Carlos,pt POR,1998.0
186,Nicolae Carnat,ro ROU,1998.0
189,André Castro,pt POR,1988.0
193,Ondřej Čelůstka,cz CZE,1989.0
194,Radim Černický,cz CZE,2001.0
197,Matěj Chaluš,cz CZE,1998.0
199,Yevhen Cheberko,ua UKR,1998.0
201,Alexandru Chipciu,ro ROU,1989.0
204,Tobias Christensen,no NOR,2000.0
209,Uğur Çiftçi,tr TUR,1992.0
210,Andrejs Ciganiks,lv LVA,1997.0
212,Denis Ciobotariu,ro ROU,1998.0
214,Jack Clarke,nir NIR,2000.0
216,Daniel Cleary,ie IRL,1996.0
218,Yonatan Cohen,il ISR,1996.0
219,Antonio Čolak,hr CRO,1993.0
221,Stefan Čolović,rs SRB,1994.0
227,Ben Cottrell,eng ENG,2001.0
228,Noah Crétier,fr FRA,2001.0
230,Đorđe Crnomarković,rs SRB,1993.0
231,Lukáš Csáno,sk SVK,2001.0
232,Mario Čuže,hr CRO,1999.0
233,Lovro Cvek,hr CRO,1995.0
234,Alan Czerwiński,pl POL,1993.0
235,Elvin Cəfərquliyev,az AZE,2000.0
237,Or Dadya,il ISR,1997.0
243,Ofir Davidzada,il ISR,1991.0
248,Ritchie De Laet,be BEL,1988.0
250,Gabriel Debeljuh,hr CRO,1996.0
252,Tomasz Dejewski,pl POL,1995.0
254,Yusuf Demir,at AUT,2003.0
266,Mark Diemers,nl NED,1993.0
267,Cheikhou Dieng,sn SEN,1993.0
269,Nabil Dirar,ma MAR,1986.0
272,Bořek Dočkal,cz CZE,1988.0
273,Andrei Dodi Joca,ro ROU,2000.0
277,Oscar Dorley,lr LBR,1998.0
281,Douglas,br BRA,1997.0
286,Michael Duffy,nir NIR,1994.0
289,Cameron Dummigan,nir NIR,1996.0
290,Michal Ďuriš,sk SVK,1988.0
292,Miroslav Dvorak,cz CZE,1998.0
297,Chidera Ejuke,ng NGA,1998.0
298,Martin Ellingsen,no NOR,1995.0
303,Mads Emil Madsen,dk DEN,1998.0
304,Strahinja Eraković,rs SRB,2001.0
305,Ziya Erdal,tr TUR,1988.0
306,João Escoval,pt POR,1997.0
308,Anderson Esiti,ng NGA,1994.0
317,Denys Favorov,ua UKR,1991.0
319,Adrian Fein,de GER,1999.0
323,João Ferreira,pt POR,2001.0
325,Jordan Flores,eng ENG,1995.0
326,David Fofana,ci CIV,2002.0
330,Núrio Fortuna,ao ANG,1995.0
332,Taxiarchis Fountas,gr GRE,1995.0
334,Bartol Franjić,hr CRO,2000.0
337,Matija Frigan,hr CRO,2003.0
341,Michal Fukala,cz CZE,2000.0
350,Plamen Galabov,bg BUL,1995.0
353,Nino Galović,hr CRO,1992.0
354,Noam Gamoun,il ISR,1997.0
355,Sean Gannon,ie IRL,1991.0
357,Levi Garcia,tt TRI,1997.0
359,Brian Gartland,ie IRL,1986.0
364,Željko Gavrić,rs SRB,2000.0
366,Emrehan Gedikli,de GER,2003.0
368,Geferson,br BRA,1994.0
371,Wouter George,be BEL,2002.0
372,André Geraldes,pt POR,1991.0
375,Dimitris Giannoulis,gr GRE,1995.0
376,Gilberto,br BRA,1993.0
377,Marco van Ginkel,nl NED,1992.0
378,Guram Giorbelidze,ge GEO,1996.0
379,Dan Glazer,il ISR,1996.0
380,Adam Gnezda Čerin,si SVN,1999.0
383,Marcelo Goiano,br BRA,1987.0
385,Eyal Golasa,il ISR,1991.0
386,Sean Goldberg,il ISR,1995.0
388,Vítor Gomes,pt POR,1987.0
389,Jordi Gómez,es ESP,1985.0
392,Diogo Gonçalves,pt POR,1997.0
401,Leo Greiml,at AUT,2001.0
402,Lukas Grgic,at AUT,1995.0
407,Andreas Gruber,at AUT,1995.0
408,Eduardo Guerrero,pa PAN,2000.0
411,Maxim Gullit,nl NED,2001.0
414,Albert Guðmundsson,is ISL,1997.0
415,Joško Gvardiol,hr CRO,2002.0
417,Tibor Halilović,hr CRO,1995.0
418,Andreas Hanche-Olsen,no NOR,1997.0
422,Faris Haroun,be BEL,1985.0
423,Rotem Hatuel,il ISR,1998.0
425,Kristoffer Haugen,no NOR,1994.0
426,Silvan Hefti,ch SUI,1997.0
428,Ewan Henderson,sco SCO,2000.0
430,Gustav Henriksson,se SWE,1998.0
431,Henrique,br BRA,1993.0
435,Eirik Hestad,no NOR,1995.0
437,Oleksandr Hladkyy,ua UKR,1987.0
438,Adam Hložek,cz CZE,2002.0
439,Nassim El Hnid,tn TUN,1997.0
440,Sean Hoare,ie IRL,1994.0
442,Patrick Hoban,ie IRL,1991.0
443,Veldin Hodža,hr CRO,2002.0
450,Martin Hongla,cm CMR,1998.0
454,Matan Hozez,il ISR,1996.0
455,Jakub Hromada,sk SVK,1996.0
457,Artem Hromov,ua UKR,1990.0
458,Serhiy Hryn,ua UKR,1994.0
462,Etzaz Hussain,no NOR,1993.0
468,Melih Ibrahimoglu,tr TUR,2000.0
476,Hernani Infande,pt POR,2001.0
477,Sverrir Ingi Ingason,is ISL,1993.0
479,Emanuel Insúa,ar ARG,1991.0
480,Aleksei Ionov,ru RUS,1989.0
484,Cedric Itten,ch SUI,1996.0
486,Dmytro Ivanisenya,ua UKR,1994.0
489,Kristijan Jakić,hr CRO,1997.0
491,Leke James,ng NGA,1992.0
499,Nile John,eng ENG,2003.0
502,Jakub Jugas,cz CZE,1992.0
503,Simen Juklerød,no NOR,1994.0
504,Lukáš Juliš,cz CZE,1994.0
