Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,1996.0,30,2605.0,87.0,96.5,28.9,30,87.0,27.0,0,,0,1.2,38.0,47.0,-9.0,-0.31,4.43,2021,30.4,37.6,-7.1,-0.25,1.5
Donny van de Beek,nl NED,MFFW,Manchester Utd,eng Premier League,1997.0,14,331.0,24.0,12.3,3.7,2,68.0,1.0,12,16.0,12,2.0,14.0,9.0,5.0,1.36,0.6,2021,9.6,6.2,3.4,0.91,0.59
Valon Behrami,ch SUI,MF,Genoa,it Serie A,1985.0,19,626.0,33.0,24.0,7.0,5,64.0,0.0,14,22.0,10,1.53,7.0,13.0,-6.0,-0.86,-0.68,2021,6.3,11.8,-5.5,-0.79,-0.44
Brian Behrendt,de GER,DF,Arminia,de Bundesliga,1991.0,3,79.0,26.0,3.3,0.9,0,,0.0,3,26.0,0,0.0,1.0,1.0,0.0,0.0,0.96,2021,0.4,2.0,-1.6,-1.83,-0.92
Maximilian Beier,de GER,FWDF,Hoffenheim,de Bundesliga,2002.0,2,2.0,1.0,0.1,0.0,0,,0.0,2,1.0,6,0.5,0.0,1.0,-1.0,-45.0,-44.81,2021,0.0,0.1,-0.1,-5.71,-5.63
Ishak Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,1992.0,14,596.0,43.0,24.5,6.6,7,68.0,1.0,7,18.0,7,0.5,4.0,14.0,-10.0,-1.51,-1.71,2021,8.1,11.9,-3.8,-0.57,-0.65
Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,1994.0,30,2335.0,78.0,83.7,25.9,28,82.0,17.0,2,16.0,0,1.13,29.0,43.0,-14.0,-0.54,-1.13,2021,29.1,38.0,-8.9,-0.34,-0.63
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,1991.0,12,960.0,80.0,39.5,10.7,12,80.0,6.0,0,,2,1.58,11.0,12.0,-1.0,-0.09,1.01,2021,14.9,12.1,2.8,0.26,0.61
Karim Bellarabi,de GER,MFFW,Leverkusen,de Bundesliga,1990.0,17,537.0,32.0,22.1,6.0,4,80.0,0.0,13,17.0,3,1.76,8.0,4.0,4.0,0.67,0.24,2021,9.6,5.0,4.6,0.76,0.68
Jean-Ricner Bellegarde,fr FRA,MFFW,Strasbourg,fr Ligue 1,1998.0,29,1675.0,58.0,60.0,18.6,21,73.0,3.0,8,17.0,0,1.1,23.0,25.0,-2.0,-0.11,0.22,2021,26.2,22.3,3.9,0.21,0.09
Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,1995.0,22,1910.0,87.0,70.7,21.2,22,87.0,19.0,0,,6,1.36,24.0,23.0,1.0,0.05,-0.41,2021,25.6,27.4,-1.8,-0.08,-0.76
Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,2003.0,23,1250.0,54.0,51.4,13.9,14,74.0,4.0,9,24.0,2,1.48,27.0,25.0,2.0,0.14,-0.92,2021,28.6,15.8,12.8,0.92,0.22
Andrea Belotti,it ITA,FW,Torino,it Serie A,1993.0,26,2208.0,85.0,87.6,24.5,25,88.0,20.0,1,2.0,1,0.92,34.0,38.0,-4.0,-0.16,1.86,2021,29.9,31.2,-1.3,-0.05,1.18
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,1999.0,23,896.0,39.0,34.3,10.0,9,70.0,1.0,14,19.0,6,1.43,12.0,21.0,-9.0,-0.9,-1.06,2021,12.0,15.8,-3.8,-0.38,-0.67
Adil Ben Achour,fr FRA,FW,Montpellier,fr Ligue 1,2002.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Sami Ben Amar,ma MAR,MF,Nîmes,fr Ligue 1,1998.0,1,7.0,7.0,0.3,0.1,0,,0.0,1,7.0,1,3.0,1.0,0.0,1.0,12.86,13.79,2021,0.8,0.1,0.7,8.7,9.49
Hatem Ben Arfa,fr FRA,MFFW,Bordeaux,fr Ligue 1,1987.0,20,1538.0,77.0,55.1,17.1,18,83.0,9.0,2,21.0,0,0.85,17.0,30.0,-13.0,-0.76,-1.19,2021,17.3,27.0,-9.7,-0.57,-0.47
Salim Ben Seghir,fr FRA,DF,Nice,fr Ligue 1,2003.0,1,7.0,7.0,0.3,0.1,0,,0.0,1,7.0,8,0.0,0.0,0.0,0.0,0.0,0.03,2021,0.5,0.0,0.5,6.17,6.33
Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,1990.0,30,2083.0,69.0,74.7,23.1,27,74.0,7.0,3,24.0,0,1.97,45.0,32.0,13.0,0.56,-1.09,2021,39.5,22.0,17.5,0.75,-0.29
Ahmad Benali,ly LBY,MF,Crotone,it Serie A,1992.0,11,788.0,72.0,30.2,8.8,9,82.0,7.0,2,26.0,0,0.09,9.0,24.0,-15.0,-1.71,-0.53,2021,7.9,18.7,-10.7,-1.23,-0.28
Marco Benassi,it ITA,MF,Hellas Verona,it Serie A,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2021,,,,,
Samy Benchama,fr FRA,MF,Montpellier,fr Ligue 1,2000.0,1,3.0,3.0,0.1,0.0,0,,0.0,1,3.0,6,0.0,1.0,0.0,1.0,30.0,30.06,2021,0.1,0.1,0.0,1.15,1.54
Lars Bender,de GER,DF,Leverkusen,de Bundesliga,1989.0,13,934.0,72.0,38.4,10.4,12,75.0,5.0,1,30.0,3,2.15,21.0,8.0,13.0,1.25,1.25,2021,13.9,11.5,2.4,0.23,-0.01
Sven Bender,de GER,DF,Leverkusen,de Bundesliga,1989.0,12,815.0,68.0,33.5,9.1,10,78.0,6.0,2,16.0,2,2.17,17.0,12.0,5.0,0.55,0.11,2021,10.6,9.7,0.9,0.1,-0.21
Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,1990.0,27,1487.0,55.0,53.3,16.5,18,72.0,2.0,9,20.0,0,1.59,24.0,20.0,4.0,0.24,0.24,2021,21.1,20.5,0.6,0.04,0.17
László Bénes,sk SVK,MFFW,Augsburg,de Bundesliga,1997.0,7,444.0,63.0,18.3,4.9,7,63.0,0.0,0,,1,1.0,3.0,6.0,-3.0,-0.61,-0.2,2021,4.4,8.2,-3.7,-0.76,-0.07
László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,1997.0,7,150.0,21.0,6.2,1.7,1,45.0,0.0,6,18.0,6,1.43,3.0,5.0,-2.0,-1.2,-1.48,2021,1.6,4.5,-2.9,-1.76,-2.28
Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,1992.0,25,2111.0,84.0,75.7,23.5,24,86.0,21.0,1,45.0,3,1.28,25.0,28.0,-3.0,-0.13,0.4,2021,26.0,32.6,-6.7,-0.28,0.3
Sergio Benito,es ESP,FW,Valladolid,es La Liga,1999.0,1,2.0,2.0,0.1,0.0,0,,0.0,1,2.0,3,1.0,0.0,0.0,0.0,0.0,0.45,2021,0.1,0.0,0.1,5.66,6.08
Bilal Benkhedim,fr FRA,FW,Saint-Étienne,fr Ligue 1,2001.0,3,73.0,24.0,2.6,0.8,1,59.0,0.0,2,7.0,3,0.0,0.0,2.0,-2.0,-2.47,-2.07,2021,0.4,1.2,-0.8,-0.96,-0.93
Djamel Benlamri,dz ALG,DF,Lyon,fr Ligue 1,1989.0,5,137.0,27.0,4.9,1.5,0,,0.0,5,27.0,19,2.0,1.0,2.0,-1.0,-0.66,-1.67,2021,2.9,1.6,1.3,0.83,-0.3
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,1997.0,13,820.0,63.0,31.4,9.1,9,77.0,4.0,4,31.0,0,2.15,17.0,13.0,4.0,0.44,-0.37,2021,17.9,13.1,4.9,0.53,-0.15
Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,1995.0,22,1077.0,49.0,39.9,12.0,11,78.0,2.0,11,20.0,2,1.82,20.0,13.0,7.0,0.58,0.36,2021,16.6,15.2,1.4,0.12,-0.09
Yassine Benrahou,fr FRA,MF,Nîmes,fr Ligue 1,1999.0,20,1070.0,54.0,38.4,11.9,13,73.0,3.0,7,17.0,5,0.9,16.0,21.0,-5.0,-0.42,0.78,2021,15.4,18.5,-3.1,-0.26,0.82
Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,1995.0,18,1254.0,70.0,51.6,13.9,13,90.0,12.0,5,17.0,1,1.44,23.0,22.0,1.0,0.07,-0.23,2021,18.1,15.4,2.7,0.19,-0.39
Josh Benson,eng ENG,MF,Burnley,eng Premier League,1999.0,6,264.0,44.0,9.8,2.9,2,82.0,1.0,4,25.0,17,1.17,1.0,7.0,-6.0,-2.05,-1.68,2021,1.9,6.3,-4.5,-1.52,-1.09
Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,1994.0,9,548.0,61.0,22.6,6.1,6,80.0,4.0,3,23.0,2,0.33,2.0,19.0,-17.0,-2.79,-1.02,2021,3.4,14.7,-11.3,-1.86,-0.73
Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,1997.0,25,1742.0,70.0,66.7,19.4,20,83.0,14.0,5,18.0,1,1.96,36.0,18.0,18.0,0.93,-0.52,2021,38.8,18.3,20.6,1.06,0.15
Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,1990.0,23,1235.0,54.0,45.7,13.7,14,80.0,7.0,9,13.0,4,1.13,14.0,20.0,-6.0,-0.44,0.18,2021,12.1,20.9,-8.8,-0.64,0.12
Killian Benvindo,fr FRA,MF,Brest,fr Ligue 1,2001.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,1987.0,25,2198.0,88.0,84.2,24.4,25,88.0,19.0,0,,0,2.32,47.0,19.0,28.0,1.15,1.15,2021,42.2,21.2,21.0,0.86,0.9
Yassine Benzia,dz ALG,MFFW,Dijon,fr Ligue 1,1994.0,4,177.0,44.0,6.3,2.0,2,67.0,0.0,2,22.0,1,0.0,1.0,2.0,-1.0,-0.51,0.59,2021,1.6,2.5,-0.9,-0.46,0.74
Domenico Berardi,it ITA,FWMF,Sassuolo,it Serie A,1994.0,22,1816.0,83.0,69.6,20.2,21,85.0,13.0,1,27.0,0,1.55,35.0,31.0,4.0,0.2,0.65,2021,29.7,28.4,1.3,0.06,0.36
Gaetano Berardi,ch SUI,DF,Leeds United,eng Premier League,1988.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,1990.0,23,1682.0,73.0,64.4,18.7,21,79.0,15.0,2,13.0,3,1.09,26.0,19.0,7.0,0.37,0.47,2021,22.9,17.6,5.3,0.28,0.13
Álex Berenguer,es ESP,MF,Torino,it Serie A,1995.0,2,131.0,66.0,5.2,1.5,2,66.0,0.0,0,,0,0.0,2.0,4.0,-2.0,-1.37,-1.03,2021,1.0,2.5,-1.5,-1.0,-0.85
Álex Berenguer,es ESP,FWMF,Athletic Club,es La Liga,1995.0,26,1687.0,65.0,64.6,18.7,20,78.0,6.0,6,21.0,0,1.27,29.0,18.0,11.0,0.59,1.07,2021,26.3,16.9,9.3,0.5,0.74
Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,1992.0,24,1977.0,82.0,75.7,22.0,22,87.0,21.0,2,34.0,1,1.25,28.0,31.0,-3.0,-0.14,0.01,2021,24.3,30.9,-6.6,-0.3,0.42
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,1990.0,16,972.0,61.0,36.0,10.8,12,72.0,3.0,4,27.0,2,1.19,13.0,14.0,-1.0,-0.09,0.69,2021,12.7,14.6,-1.9,-0.17,0.56
Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,1998.0,13,1016.0,78.0,37.6,11.3,12,83.0,11.0,1,15.0,0,0.08,6.0,19.0,-13.0,-1.15,0.02,2021,11.6,17.9,-6.3,-0.56,0.35
Steven Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,1997.0,17,1046.0,62.0,38.7,11.6,11,81.0,2.0,6,26.0,3,1.53,17.0,11.0,6.0,0.52,-0.19,2021,11.0,17.2,-6.2,-0.54,-1.15
Dion Berisha,xk KVX,MF,Augsburg,de Bundesliga,2003.0,0,,,,,0,,0.0,0,,4,,,,,,,2021,,,,,
Valon Berisha,xk KVX,MF,Reims,fr Ligue 1,1993.0,24,1645.0,69.0,59.0,18.3,17,85.0,11.0,7,28.0,1,1.29,23.0,20.0,3.0,0.16,0.4,2021,18.3,24.9,-6.7,-0.37,0.65
Adrian Bernabe,es ESP,MF,Manchester City,eng Premier League,2001.0,0,,,,,0,,0.0,0,,5,,,,,,,2021,,,,,
Bernard,br BRA,FWMF,Everton,eng Premier League,1992.0,9,395.0,44.0,15.1,4.4,3,79.0,1.0,6,27.0,17,0.67,4.0,4.0,0.0,0.0,-0.12,2021,3.5,6.1,-2.6,-0.6,-0.57
Federico Bernardeschi,it ITA,DFMF,Juventus,it Serie A,1994.0,24,887.0,37.0,34.0,9.9,7,79.0,4.0,17,20.0,2,2.0,17.0,10.0,7.0,0.71,-0.6,2021,16.9,9.5,7.4,0.76,-0.39
Bernardo,br BRA,DFMF,Brighton,eng Premier League,1995.0,3,206.0,69.0,7.6,2.3,2,90.0,2.0,1,26.0,9,0.0,0.0,3.0,-3.0,-1.31,-1.24,2021,1.1,4.7,-3.6,-1.58,-2.12
Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,1993.0,3,194.0,65.0,7.0,2.2,2,83.0,0.0,1,28.0,0,1.0,1.0,2.0,-1.0,-0.46,-2.06,2021,3.2,2.1,1.2,0.54,-0.57
Ugo Bertelli,fr FRA,MF,Marseille,fr Ligue 1,2003.0,0,,,,,0,,0.0,0,,1,,,,,,,2021,,,,,
Lorenzo Bertini,it ITA,FW,Hellas Verona,it Serie A,2001.0,0,,,,,0,,0.0,0,,5,,,,,,,2021,,,,,
Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,1989.0,28,2508.0,90.0,92.9,27.9,28,90.0,27.0,0,,0,1.18,36.0,48.0,-12.0,-0.43,0.51,2021,29.1,36.6,-7.5,-0.27,0.4
Benjamin Besic,fr FRA,FW,Strasbourg,fr Ligue 1,2002.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Daniel Bessa,it ITA,MFFW,Hellas Verona,it Serie A,1993.0,11,217.0,20.0,8.3,2.4,0,,0.0,11,20.0,2,1.27,4.0,4.0,0.0,0.0,-0.15,2021,3.1,2.7,0.4,0.18,0.43
Loïc Bessile,tg TOG,DF,Bordeaux,fr Ligue 1,1999.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Louis Beyer,de GER,DF,M'Gladbach,de Bundesliga,2000.0,3,182.0,61.0,7.5,2.0,2,90.0,2.0,1,2.0,12,2.0,4.0,4.0,0.0,0.0,-0.2,2021,3.2,3.5,-0.3,-0.13,-0.56
Bartosz Bialek,pl POL,FWMF,Wolfsburg,de Bundesliga,2001.0,15,203.0,14.0,8.4,2.3,1,72.0,0.0,14,9.0,12,2.27,8.0,1.0,7.0,3.1,2.42,2021,6.5,2.9,3.6,1.58,1.34
Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,2002.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Giulian Biancone,fr FRA,DFMF,Monaco,fr Ligue 1,2000.0,2,92.0,46.0,3.3,1.0,1,73.0,0.0,1,19.0,2,1.5,0.0,1.0,-1.0,-0.98,-1.88,2021,0.8,1.1,-0.3,-0.32,-1.19
Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,1990.0,2,128.0,64.0,5.3,1.4,2,64.0,1.0,0,,0,3.0,5.0,3.0,2.0,1.41,1.72,2021,4.4,2.6,1.7,1.23,1.38
Pedro Bigas,es ESP,DF,Eibar,es La Liga,1990.0,20,1514.0,76.0,58.0,16.8,19,79.0,15.0,1,17.0,2,0.7,13.0,21.0,-8.0,-0.48,-0.06,2021,19.6,21.4,-1.8,-0.1,0.33
El Bilal Touré,ml MLI,FWMF,Reims,fr Ligue 1,2001.0,27,963.0,36.0,34.5,10.7,8,70.0,0.0,19,21.0,2,1.19,13.0,22.0,-9.0,-0.84,-1.28,2021,7.8,20.6,-12.8,-1.2,-0.87
Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,1992.0,26,2126.0,82.0,81.5,23.6,23,88.0,18.0,3,34.0,2,1.0,28.0,40.0,-12.0,-0.51,-0.88,2021,30.9,36.1,-5.2,-0.22,-0.07
Davide Biraschi,it ITA,DF,Genoa,it Serie A,1994.0,8,579.0,72.0,22.2,6.4,7,79.0,5.0,1,23.0,3,1.13,9.0,14.0,-5.0,-0.78,-0.56,2021,5.8,8.7,-2.9,-0.45,0.01
Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,1996.0,28,2392.0,85.0,88.6,26.6,27,88.0,23.0,1,29.0,0,1.14,29.0,34.0,-5.0,-0.19,-0.19,2021,36.3,25.8,10.5,0.39,0.08
Leonardo Bittencourt,de GER,MFFW,Werder Bremen,de Bundesliga,1993.0,23,1268.0,55.0,52.2,14.1,15,72.0,4.0,8,24.0,3,1.0,21.0,23.0,-2.0,-0.14,0.32,2021,16.5,21.7,-5.2,-0.37,0.19
Blanco,es ESP,MF,Real Madrid,es La Liga,2000.0,0,,,,,0,,0.0,0,,4,,,,,,,2021,,,,,
Alejandro Blanco,es ESP,MF,Valencia,es La Liga,1998.0,12,557.0,46.0,21.3,6.2,6,68.0,0.0,6,25.0,16,1.25,6.0,7.0,-1.0,-0.16,0.01,2021,5.8,8.7,-2.9,-0.47,-0.33
Pepe Blanco,es ESP,MF,Alavés,es La Liga,1999.0,0,,,,,0,,0.0,0,,4,,,,,,,2021,,,,,
Raúl Blanco,es ESP,MF,Celta Vigo,es La Liga,2001.0,0,,,,,0,,0.0,0,,4,,,,,,,2021,,,,,
Ludovic Blas,fr FRA,MFFW,Nantes,fr Ligue 1,1997.0,29,2175.0,75.0,78.0,24.2,25,85.0,10.0,4,15.0,1,0.93,28.0,38.0,-10.0,-0.41,0.46,2021,30.3,35.7,-5.3,-0.22,0.1
Jérémy Blasco,fr FRA,DF,Real Sociedad,es La Liga,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,2021,,,,,
Alejandro Blesa,es ESP,MF,Levante,es La Liga,2002.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Ernest Boahene,gh GHA,DF,Metz,fr Ligue 1,2000.0,0,,,,,0,,0.0,0,,9,,,,,,,2021,,,,,
Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,1988.0,22,1841.0,84.0,75.8,20.5,22,84.0,15.0,0,,3,2.45,58.0,27.0,31.0,1.52,-0.47,2021,46.0,25.8,20.2,0.99,0.3
Antonin Bobichon,fr FRA,MFFW,Angers,fr Ligue 1,1995.0,17,596.0,35.0,21.4,6.6,7,72.0,1.0,10,9.0,14,1.53,7.0,9.0,-2.0,-0.3,0.03,2021,9.0,9.6,-0.6,-0.09,0.06
Salvatore Bocchetti,it ITA,DF,Hellas Verona,it Serie A,1986.0,0,,,,,0,,0.0,0,,1,,,,,,,2021,,,,,
Salvatore Boccia,it ITA,DF,Cagliari,it Serie A,2001.0,0,,,,,0,,0.0,0,,4,,,,,,,2021,,,,,
Yann Bodiger,fr FRA,MF,Cádiz,es La Liga,1995.0,9,251.0,28.0,9.6,2.8,2,68.0,1.0,7,17.0,9,1.33,3.0,4.0,-1.0,-0.36,0.33,2021,3.9,4.1,-0.2,-0.06,0.47
Jean-Paul Boëtius,nl NED,MFFW,Mainz 05,de Bundesliga,1994.0,24,1609.0,67.0,66.2,17.9,18,82.0,8.0,6,23.0,3,0.75,21.0,30.0,-9.0,-0.5,0.59,2021,27.4,27.6,-0.2,-0.01,0.28
Sacha Boey,fr FRA,DF,Dijon,fr Ligue 1,2000.0,23,1779.0,77.0,63.8,19.8,20,87.0,17.0,3,11.0,1,0.57,15.0,31.0,-16.0,-0.81,0.7,2021,17.1,37.4,-20.3,-1.03,0.35
Sacha Boey,fr FRA,DF,Rennes,fr Ligue 1,2000.0,2,124.0,62.0,4.4,1.4,2,62.0,1.0,0,,1,1.0,2.0,2.0,0.0,0.0,-0.14,2021,2.1,1.3,0.9,0.64,0.41
Jeremie Boga,ci CIV,FWMF,Sassuolo,it Serie A,1997.0,19,1173.0,62.0,44.9,13.0,13,77.0,5.0,6,28.0,2,1.11,17.0,25.0,-8.0,-0.61,-1.11,2021,15.1,22.6,-7.6,-0.58,-0.97
Melayro Bogarde,nl NED,DFMF,Hoffenheim,de Bundesliga,2002.0,8,276.0,35.0,11.4,3.1,2,88.0,1.0,6,17.0,16,1.5,3.0,9.0,-6.0,-1.96,-1.96,2021,4.8,6.8,-2.0,-0.66,-0.65
Jayden Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,2000.0,12,878.0,73.0,32.5,9.8,9,88.0,8.0,3,29.0,3,0.83,8.0,18.0,-10.0,-1.03,0.21,2021,7.9,14.7,-6.8,-0.7,0.11
Mateusz Bogusz,pl POL,MF,Leeds United,eng Premier League,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,2021,,,,,
Quentin Boisgard,fr FRA,MFFW,Lorient,fr Ligue 1,1997.0,23,1304.0,57.0,46.7,14.5,17,71.0,2.0,6,16.0,2,1.13,16.0,22.0,-6.0,-0.41,0.25,2021,17.6,15.6,2.0,0.14,0.46
Charles Boli,fr FRA,MF,Lens,fr Ligue 1,1998.0,0,,,,,0,,0.0,0,,3,,,,,,,2021,,,,,
Willy Boly,ci CIV,DF,Wolves,eng Premier League,1991.0,17,1530.0,90.0,56.7,17.0,17,90.0,17.0,0,,4,1.41,17.0,22.0,-5.0,-0.29,0.17,2021,16.7,19.9,-3.3,-0.19,-0.24
Kévin Boma,tg TOG,DF,Angers,fr Ligue 1,2002.0,0,,,,,0,,0.0,0,,4,,,,,,,2021,,,,,
Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,1989.0,26,1636.0,63.0,62.7,18.2,19,77.0,7.0,7,24.0,0,1.15,25.0,28.0,-3.0,-0.17,0.48,2021,25.3,25.8,-0.5,-0.03,0.49
Federico Bonazzoli,it ITA,FW,Torino,it Serie A,1997.0,16,435.0,27.0,17.3,4.8,3,69.0,2.0,13,17.0,7,0.81,12.0,16.0,-4.0,-0.83,-0.53,2021,9.7,10.8,-1.1,-0.22,-0.03
Federico Bonazzoli,it ITA,FW,Sampdoria,it Serie A,1997.0,2,131.0,66.0,5.0,1.5,2,66.0,0.0,0,,1,0.0,2.0,2.0,0.0,0.0,0.15,2021,1.7,1.8,-0.2,-0.12,0.3
Kevin Bonifazi,it ITA,DF,Udinese,it Serie A,1996.0,21,1666.0,79.0,63.8,18.5,19,87.0,14.0,2,9.0,4,1.05,21.0,26.0,-5.0,-0.27,-0.08,2021,23.0,23.8,-0.8,-0.04,-0.4
Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,1987.0,21,1668.0,79.0,63.9,18.5,19,86.0,13.0,2,15.0,2,2.1,35.0,17.0,18.0,0.97,-0.37,2021,35.8,18.1,17.7,0.96,-0.16
Giuseppe Borello,it ITA,MF,Crotone,it Serie A,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2021,,,,,
Dennis Borkowski,de GER,MF,RB Leipzig,de Bundesliga,2002.0,2,11.0,6.0,0.5,0.1,0,,0.0,2,6.0,6,2.0,0.0,0.0,0.0,0.0,-0.97,2021,0.2,0.1,0.1,0.47,-0.52
Sebastiaan Bornauw,be BEL,DF,Köln,de Bundesliga,1999.0,17,1530.0,90.0,63.0,17.0,17,90.0,17.0,0,,1,0.88,14.0,29.0,-15.0,-0.88,-0.18,2021,17.5,29.2,-11.7,-0.69,-0.21
Sven Botman,nl NED,DF,Lille,fr Ligue 1,2000.0,30,2679.0,89.0,96.0,29.8,30,89.0,28.0,0,,1,2.17,51.0,19.0,32.0,1.08,1.08,2021,40.2,20.5,19.8,0.66,0.27
Denis Bouanga,ga GAB,MFFW,Saint-Étienne,fr Ligue 1,1994.0,30,2259.0,75.0,81.0,25.1,25,83.0,9.0,5,36.0,0,1.2,29.0,33.0,-4.0,-0.16,1.54,2021,30.0,26.5,3.5,0.14,1.0
Hicham Boudaoui,dz ALG,MFFW,Nice,fr Ligue 1,1999.0,19,1317.0,69.0,47.2,14.6,17,75.0,5.0,2,17.0,1,1.0,14.0,23.0,-9.0,-0.62,-1.1,2021,15.6,20.3,-4.6,-0.32,-0.34
Ryad Boudebouz,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,1990.0,13,640.0,49.0,22.9,7.1,7,69.0,1.0,6,26.0,3,0.92,5.0,15.0,-10.0,-1.41,-1.24,2021,11.2,11.2,0.0,0.0,0.07
Sofiane Boufal,ma MAR,FWMF,Angers,fr Ligue 1,1993.0,14,732.0,52.0,26.2,8.1,9,69.0,0.0,5,22.0,0,1.21,9.0,10.0,-1.0,-0.12,0.27,2021,10.1,8.9,1.2,0.14,0.38
Nassim Boujellab,ma MAR,MFFW,Schalke 04,de Bundesliga,1999.0,12,605.0,50.0,24.9,6.7,6,72.0,3.0,6,29.0,2,0.25,3.0,18.0,-15.0,-2.23,-0.31,2021,5.1,11.7,-6.6,-0.98,0.42
Carlo Boukhalfa,ma MAR,MF,Freiburg,de Bundesliga,1999.0,0,,,,,0,,0.0,0,,7,,,,,,,2021,,,,,
Farid Boulaya,dz ALG,MFFW,Metz,fr Ligue 1,1993.0,27,2368.0,88.0,84.9,26.3,27,88.0,20.0,0,,1,1.37,32.0,29.0,3.0,0.11,0.75,2021,29.9,33.2,-3.3,-0.12,0.3
Ismail Bouleghcha,fr FRA,DF,Lille,fr Ligue 1,2002.0,0,,,,,0,,0.0,0,,4,,,,,,,2021,,,,,
Ismaëlben Boura,fr FRA,DF,Lens,fr Ligue 1,2000.0,15,645.0,43.0,23.1,7.2,7,77.0,2.0,8,14.0,8,1.33,10.0,13.0,-3.0,-0.42,-0.71,2021,11.5,7.7,3.8,0.53,0.27
Mehdi Bourabia,ma MAR,MF,Sassuolo,it Serie A,1991.0,12,471.0,39.0,18.0,5.2,4,73.0,2.0,8,22.0,4,1.83,14.0,10.0,4.0,0.76,0.93,2021,9.1,9.6,-0.5,-0.09,-0.05
Benjamin Bourigeaud,fr FRA,MFFW,Rennes,fr Ligue 1,1994.0,30,1979.0,66.0,70.9,22.0,22,82.0,11.0,8,22.0,0,1.5,23.0,22.0,1.0,0.05,-0.29,2021,29.7,22.0,7.7,0.35,0.34
Jarrod Bowen,eng ENG,FWMF,West Ham,eng Premier League,1996.0,30,2073.0,69.0,76.8,23.0,25,79.0,4.0,5,20.0,0,1.73,34.0,28.0,6.0,0.26,-0.46,2021,30.2,25.9,4.3,0.19,0.04
Dedryck Boyata,be BEL,DF,Hertha BSC,de Bundesliga,1990.0,13,1153.0,89.0,47.4,12.8,13,89.0,11.0,0,,0,1.0,20.0,23.0,-3.0,-0.23,0.54,2021,15.5,19.3,-3.8,-0.3,-0.31
John Boye,gh GHA,DF,Metz,fr Ligue 1,1987.0,29,2538.0,88.0,91.0,28.2,29,88.0,24.0,0,,0,1.31,32.0,31.0,1.0,0.04,0.39,2021,31.0,36.2,-5.2,-0.19,-0.19
