Player,Nation,Born,Season,Squad,Comp,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG
Alejandro Blanco,es ESP,1998.0,2019.0,Alavés,es La Liga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ludovic Blas,fr FRA,1997.0,2019.0,Guingamp,fr Ligue 1,1.0,41.0,8.0,19.5,1.56,0.3,0.0,0.0,21.7,0.0,1.0,1.0,3.1,2.3,0.06,-2.1,-2.3
Pablo de Blasis,ar ARG,1988.0,2019.0,Eibar,es La Liga,2.0,12.0,8.0,66.7,0.71,0.47,0.17,0.25,18.4,0.0,0.0,0.0,1.1,1.1,0.09,0.9,0.9
Pablo de Blasis,ar ARG,1988.0,2019.0,Mainz 05,de Bundesliga,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,8.2,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Alexis Blin,fr FRA,1996.0,2019.0,Amiens,fr Ligue 1,1.0,6.0,1.0,16.7,0.27,0.05,0.17,1.0,20.0,0.0,0.0,0.0,0.3,0.3,0.05,0.7,0.7
Danny Blum,de GER,1991.0,2019.0,Eint Frankfurt,de Bundesliga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Emmanuel Boateng,gh GHA,1996.0,2019.0,Levante,es La Liga,1.0,19.0,4.0,21.1,2.45,0.52,0.05,0.25,13.8,0.0,0.0,0.0,1.7,1.7,0.09,-0.7,-0.7
Jérôme Boateng,de GER,1988.0,2019.0,Bayern Munich,de Bundesliga,0.0,15.0,3.0,20.0,0.8,0.16,0.0,0.0,20.3,0.0,0.0,0.0,0.6,0.6,0.04,-0.6,-0.6
Kevin-Prince Boateng,gh GHA,1987.0,2019.0,Barcelona,es La Liga,0.0,3.0,1.0,33.3,1.13,0.38,0.0,0.0,20.7,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Kevin-Prince Boateng,gh GHA,1987.0,2019.0,Sassuolo,it Serie A,4.0,29.0,9.0,31.0,2.78,0.86,0.07,0.22,18.1,0.0,2.0,2.0,3.7,2.2,0.07,0.3,-0.2
Antonin Bobichon,fr FRA,1995.0,2019.0,Nîmes,fr Ligue 1,7.0,37.0,12.0,32.4,1.55,0.5,0.19,0.58,22.6,5.0,0.0,1.0,2.7,1.9,0.05,4.3,5.1
Yann Bodiger,fr FRA,1995.0,2019.0,Toulouse,fr Ligue 1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Mathieu Bodmer,fr FRA,1982.0,2019.0,Amiens,fr Ligue 1,1.0,13.0,5.0,38.5,1.09,0.42,0.08,0.2,17.0,0.0,0.0,0.0,1.2,1.2,0.09,-0.2,-0.2
Adam Bodzek,de GER,1985.0,2019.0,Düsseldorf,de Bundesliga,0.0,3.0,1.0,33.3,0.17,0.06,0.0,0.0,28.2,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Jean-Paul Boëtius,nl NED,1994.0,2019.0,Mainz 05,de Bundesliga,4.0,50.0,14.0,28.0,2.12,0.59,0.08,0.29,20.4,1.0,0.0,0.0,3.2,3.2,0.06,0.8,0.8
Sacha Boey,fr FRA,2000.0,2019.0,Rennes,fr Ligue 1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jeremie Boga,ci CIV,1997.0,2019.0,Sassuolo,it Serie A,3.0,28.0,8.0,28.6,1.75,0.5,0.11,0.38,16.4,1.0,0.0,0.0,3.3,3.3,0.12,-0.3,-0.3
Willy Boly,ci CIV,1991.0,2019.0,Wolves,eng Premier League,4.0,22.0,6.0,27.3,0.63,0.17,0.18,0.67,10.2,0.0,0.0,0.0,2.7,2.7,0.12,1.3,1.3
Léo Bonatini,br BRA,1994.0,2019.0,Wolves,eng Premier League,0.0,9.0,1.0,11.1,6.0,0.67,0.0,0.0,12.5,0.0,0.0,0.0,1.5,1.5,0.17,-1.5,-1.5
Giacomo Bonaventura,it ITA,1989.0,2019.0,Milan,it Serie A,3.0,26.0,10.0,38.5,3.62,1.39,0.12,0.3,15.4,0.0,0.0,0.0,2.4,2.4,0.09,0.6,0.6
Daniele Bonera,it ITA,1981.0,2019.0,Villarreal,es La Liga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Gaëtan Bong,cm CMR,1988.0,2019.0,Brighton,eng Premier League,0.0,2.0,0.0,0.0,0.1,0.0,0.0,,27.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Kevin Bonifazi,it ITA,1996.0,2019.0,SPAL,it Serie A,2.0,15.0,3.0,20.0,0.59,0.12,0.13,0.67,17.5,0.0,0.0,0.0,0.7,0.7,0.05,1.3,1.3
Leonardo Bonucci,it ITA,1987.0,2019.0,Juventus,it Serie A,3.0,14.0,4.0,28.6,0.51,0.15,0.21,0.75,16.3,0.0,0.0,0.0,1.7,1.7,0.12,1.3,1.3
Fabio Borini,it ITA,1991.0,2019.0,Milan,it Serie A,2.0,31.0,7.0,22.6,2.65,0.6,0.06,0.29,17.9,0.0,0.0,0.0,2.5,2.5,0.08,-0.5,-0.5
Robin Bormuth,de GER,1995.0,2019.0,Düsseldorf,de Bundesliga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Olivier Boscagli,fr FRA,1997.0,2019.0,Nice,fr Ligue 1,0.0,4.0,0.0,0.0,0.42,0.0,0.0,,25.1,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Gabriel Boschilia,br BRA,1996.0,2019.0,Nantes,fr Ligue 1,4.0,42.0,18.0,42.9,2.87,1.23,0.1,0.22,21.9,9.0,0.0,0.0,4.1,4.1,0.1,-0.1,-0.1
John Bostock,tt TRI,1992.0,2019.0,Toulouse,fr Ligue 1,0.0,6.0,0.0,0.0,0.55,0.0,0.0,,30.2,1.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Denis Bouanga,ga GAB,1994.0,2019.0,Nîmes,fr Ligue 1,8.0,88.0,33.0,37.5,3.01,1.13,0.09,0.24,19.1,0.0,0.0,0.0,7.3,7.3,0.08,0.7,0.7
Ryad Boudebouz,dz ALG,1990.0,2019.0,Betis,es La Liga,0.0,10.0,3.0,30.0,1.67,0.5,0.0,0.0,21.5,1.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
Ryad Boudebouz,dz ALG,1990.0,2019.0,Celta Vigo,es La Liga,1.0,11.0,5.0,45.5,1.38,0.63,0.09,0.2,17.6,0.0,0.0,0.0,1.0,1.0,0.09,0.0,0.0
Sofiane Boufal,ma MAR,1993.0,2019.0,Celta Vigo,es La Liga,3.0,50.0,17.0,34.0,2.16,0.73,0.06,0.18,18.3,1.0,0.0,0.0,2.8,2.8,0.06,0.2,0.2
Nassim Boujellab,ma MAR,1999.0,2019.0,Schalke 04,de Bundesliga,0.0,9.0,1.0,11.1,2.14,0.24,0.0,0.0,19.2,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6
Arnold Bouka Moutou,cg CGO,1988.0,2019.0,Dijon,fr Ligue 1,0.0,1.0,0.0,0.0,1.36,0.0,0.0,,33.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Mehdi Bourabia,ma MAR,1991.0,2019.0,Sassuolo,it Serie A,1.0,33.0,6.0,18.2,1.48,0.27,0.03,0.17,20.7,1.0,0.0,0.0,2.0,2.0,0.06,-1.0,-1.0
Benjamin Bourigeaud,fr FRA,1994.0,2019.0,Rennes,fr Ligue 1,6.0,44.0,14.0,31.8,1.63,0.52,0.09,0.29,21.8,8.0,2.0,3.0,5.7,3.6,0.08,0.3,0.4
Bilal Boutobba,fr FRA,1998.0,2019.0,Montpellier,fr Ligue 1,0.0,3.0,0.0,0.0,8.44,0.0,0.0,,23.5,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Umut Bozok,tr TUR,1996.0,2019.0,Nîmes,fr Ligue 1,2.0,28.0,9.0,32.1,2.04,0.66,0.07,0.22,18.7,0.0,0.0,1.0,3.5,2.8,0.1,-1.5,-0.8
Filip Bradarić,hr CRO,1992.0,2019.0,Cagliari,it Serie A,0.0,15.0,0.0,0.0,0.9,0.0,0.0,,25.2,0.0,0.0,0.0,0.4,0.4,0.03,-0.4,-0.4
Robbie Brady,ie IRL,1992.0,2019.0,Burnley,eng Premier League,0.0,12.0,2.0,16.7,1.5,0.25,0.0,0.0,21.0,2.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7
Martin Braithwaite,dk DEN,1991.0,2019.0,Leganés,es La Liga,4.0,29.0,10.0,34.5,1.86,0.64,0.14,0.4,11.7,0.0,0.0,0.0,3.6,3.6,0.13,0.4,0.4
Julian Brandt,de GER,1996.0,2019.0,Leverkusen,de Bundesliga,7.0,66.0,25.0,37.9,2.23,0.84,0.11,0.28,17.7,3.0,0.0,0.0,7.8,7.8,0.12,-0.8,-0.8
Darko Brašanac,rs SRB,1992.0,2019.0,Alavés,es La Liga,0.0,8.0,1.0,12.5,0.46,0.06,0.0,0.0,15.0,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5
Pedro Brazão,pt POR,2002.0,2019.0,Nice,fr Ligue 1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Josip Brekalo,hr CRO,1998.0,2019.0,Wolfsburg,de Bundesliga,3.0,26.0,13.0,50.0,1.65,0.83,0.12,0.23,19.5,0.0,0.0,0.0,2.2,2.2,0.09,0.8,0.8
Gleison Bremer,br BRA,1997.0,2019.0,Torino,it Serie A,0.0,1.0,0.0,0.0,0.49,0.0,0.0,,8.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Joshua Brenet,nl NED,1994.0,2019.0,Hoffenheim,de Bundesliga,2.0,10.0,7.0,70.0,0.99,0.7,0.2,0.29,14.4,0.0,0.0,0.0,1.7,1.7,0.17,0.3,0.3
Rajko Brežančić,rs SRB,1989.0,2019.0,Huesca,es La Liga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Anthony Briançon,fr FRA,1994.0,2019.0,Nîmes,fr Ligue 1,2.0,23.0,8.0,34.8,0.71,0.25,0.09,0.25,11.8,0.0,0.0,0.0,2.7,2.7,0.12,-0.7,-0.7
Jimmy Briand,fr FRA,1985.0,2019.0,Bordeaux,fr Ligue 1,7.0,51.0,18.0,35.3,1.84,0.65,0.12,0.33,13.5,0.0,1.0,1.0,7.5,6.7,0.14,-0.5,-0.7
Nicolò Brighenti,it ITA,1989.0,2019.0,Frosinone,it Serie A,0.0,4.0,0.0,0.0,0.36,0.0,0.0,,13.0,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Matteo Brighi,it ITA,1981.0,2019.0,Empoli,it Serie A,1.0,1.0,1.0,100.0,0.39,0.39,1.0,1.0,6.0,0.0,0.0,0.0,0.6,0.6,0.63,0.4,0.4
Enrico Brignola,it ITA,1999.0,2019.0,Sassuolo,it Serie A,1.0,6.0,2.0,33.3,3.09,1.03,0.17,0.5,18.2,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6
Miguel Britos,uy URU,1985.0,2019.0,Watford,eng Premier League,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
David Brooks,wal WAL,1997.0,2019.0,Bournemouth,eng Premier League,7.0,41.0,21.0,51.2,1.63,0.84,0.17,0.33,14.8,0.0,0.0,0.0,5.7,5.7,0.14,1.3,1.3
John Brooks,us USA,1993.0,2019.0,Wolfsburg,de Bundesliga,3.0,20.0,4.0,20.0,0.69,0.14,0.15,0.75,9.4,0.0,0.0,0.0,3.1,3.1,0.15,-0.1,-0.1
Daniel Brosinski,de GER,1988.0,2019.0,Mainz 05,de Bundesliga,3.0,15.0,4.0,26.7,0.61,0.16,0.0,0.0,29.8,7.0,3.0,3.0,2.9,0.6,0.04,0.1,-0.6
Marcelo Brozović,hr CRO,1992.0,2019.0,Inter,it Serie A,2.0,24.0,6.0,25.0,0.82,0.2,0.08,0.33,25.6,3.0,0.0,0.0,1.0,1.0,0.04,1.0,1.0
Bruma,pt POR,1994.0,2019.0,RB Leipzig,de Bundesliga,1.0,12.0,5.0,41.7,1.95,0.81,0.08,0.2,21.6,0.0,0.0,1.0,1.3,0.6,0.05,-0.3,0.4
Jeffrey Bruma,nl NED,1991.0,2019.0,Schalke 04,de Bundesliga,0.0,2.0,0.0,0.0,0.29,0.0,0.0,,12.8,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Bruno,es ESP,1980.0,2019.0,Brighton,eng Premier League,0.0,2.0,0.0,0.0,0.16,0.0,0.0,,21.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Jacob Bruun Larsen,dk DEN,1998.0,2019.0,Dortmund,de Bundesliga,2.0,26.0,10.0,38.5,1.85,0.71,0.08,0.2,17.3,0.0,0.0,0.0,3.6,3.6,0.14,-1.6,-1.6
Bryan,es ESP,2001.0,2019.0,Sevilla,es La Liga,1.0,4.0,1.0,25.0,2.16,0.54,0.25,1.0,16.7,0.0,0.0,0.0,0.5,0.5,0.12,0.5,0.5
Joe Bryan,eng ENG,1993.0,2019.0,Fulham,eng Premier League,0.0,21.0,7.0,33.3,0.81,0.27,0.0,0.0,22.6,0.0,0.0,0.0,0.7,0.7,0.03,-0.7,-0.7
Niko Bungert,de GER,1986.0,2019.0,Mainz 05,de Bundesliga,0.0,1.0,1.0,100.0,0.32,0.32,0.0,0.0,7.0,0.0,0.0,0.0,0.3,0.3,0.27,-0.3,-0.3
Guido Burgstaller,at AUT,1989.0,2019.0,Schalke 04,de Bundesliga,4.0,46.0,18.0,39.1,2.71,1.06,0.09,0.22,11.4,0.0,0.0,0.0,6.2,6.2,0.13,-2.2,-2.2
Burgui,es ESP,1993.0,2019.0,Alavés,es La Liga,1.0,8.0,2.0,25.0,1.3,0.32,0.13,0.5,22.1,0.0,0.0,0.0,0.9,0.9,0.12,0.1,0.1
Jonathan Burkardt,de GER,2000.0,2019.0,Mainz 05,de Bundesliga,0.0,7.0,2.0,28.6,2.43,0.69,0.0,0.0,12.6,0.0,0.0,0.0,1.4,1.4,0.2,-1.4,-1.4
Patrick Burner,fr FRA,1996.0,2019.0,Nice,fr Ligue 1,0.0,9.0,1.0,11.1,0.6,0.07,0.0,0.0,24.6,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2
Sergio Busquets,es ESP,1988.0,2019.0,Barcelona,es La Liga,0.0,6.0,0.0,0.0,0.2,0.0,0.0,,24.6,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
Gaëtan Bussmann,fr FRA,1991.0,2019.0,Mainz 05,de Bundesliga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Unai Bustinza,es ESP,1992.0,2019.0,Leganés,es La Liga,0.0,5.0,1.0,20.0,0.22,0.04,0.0,0.0,21.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Jakub Błaszczykowski,pl POL,1985.0,2019.0,Wolfsburg,de Bundesliga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Erick Cabaco,uy URU,1995.0,2019.0,Levante,es La Liga,2.0,10.0,3.0,30.0,0.55,0.17,0.2,0.67,11.7,0.0,0.0,0.0,1.1,1.1,0.11,0.9,0.9
Rémy Cabella,fr FRA,1990.0,2019.0,Saint-Étienne,fr Ligue 1,8.0,81.0,25.0,30.9,2.43,0.75,0.09,0.28,18.3,1.0,1.0,1.0,8.8,8.0,0.1,-0.8,-1.0
Gustavo Cabral,ar ARG,1985.0,2019.0,Celta Vigo,es La Liga,0.0,16.0,2.0,12.5,0.76,0.09,0.0,0.0,10.6,0.0,0.0,0.0,1.3,1.3,0.08,-1.3,-1.3
Leandro Cabrera,uy URU,1991.0,2019.0,Getafe,es La Liga,2.0,20.0,7.0,35.0,0.64,0.23,0.1,0.29,11.0,0.0,0.0,0.0,1.9,1.9,0.1,0.1,0.1
Fabrizio Cacciatore,it ITA,1986.0,2019.0,Cagliari,it Serie A,0.0,3.0,2.0,66.7,0.47,0.31,0.0,0.0,18.7,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Fabrizio Cacciatore,it ITA,1986.0,2019.0,Chievo,it Serie A,0.0,1.0,0.0,0.0,0.18,0.0,0.0,,27.9,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Martín Cáceres,uy URU,1987.0,2019.0,Juventus,it Serie A,0.0,4.0,1.0,25.0,0.57,0.14,0.0,0.0,13.3,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
Martín Cáceres,uy URU,1987.0,2019.0,Lazio,it Serie A,0.0,3.0,0.0,0.0,0.88,0.0,0.0,,25.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Anthony Caci,fr FRA,1997.0,2019.0,Strasbourg,fr Ligue 1,0.0,7.0,0.0,0.0,0.27,0.0,0.0,,25.2,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2
Mathieu Cafaro,fr FRA,1997.0,2019.0,Reims,fr Ligue 1,7.0,68.0,22.0,32.4,2.92,0.95,0.1,0.32,24.9,12.0,0.0,0.0,3.5,3.5,0.05,3.5,3.5
Gary Cahill,eng ENG,1985.0,2019.0,Chelsea,eng Premier League,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Yannick Cahuzac,fr FRA,1985.0,2019.0,Toulouse,fr Ligue 1,1.0,3.0,1.0,33.3,0.19,0.06,0.33,1.0,13.4,0.0,0.0,0.0,0.4,0.4,0.12,0.6,0.6
Felipe Caicedo,ec ECU,1988.0,2019.0,Lazio,it Serie A,8.0,39.0,15.0,38.5,2.56,0.98,0.18,0.47,12.9,0.0,1.0,1.0,6.4,5.6,0.14,1.6,1.4
Tom Cairney,sco SCO,1991.0,2019.0,Fulham,eng Premier League,1.0,24.0,5.0,20.8,0.98,0.21,0.04,0.2,22.4,0.0,0.0,0.0,1.1,1.1,0.05,-0.1,-0.1
Caiuby,br BRA,1988.0,2019.0,Augsburg,de Bundesliga,1.0,31.0,9.0,29.0,2.77,0.81,0.03,0.11,17.5,0.0,0.0,0.0,2.0,2.0,0.07,-1.0,-1.0
Arturo Calabresi,it ITA,1996.0,2019.0,Bologna,it Serie A,1.0,1.0,1.0,100.0,0.06,0.06,1.0,1.0,14.3,0.0,0.0,0.0,0.2,0.2,0.2,0.8,0.8
Davide Calabria,it ITA,1996.0,2019.0,Milan,it Serie A,1.0,10.0,2.0,20.0,0.46,0.09,0.1,0.5,20.3,0.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5
Jordi Calavera,es ESP,1995.0,2019.0,Eibar,es La Liga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Fernando Calero,es ESP,1995.0,2019.0,Valladolid,es La Liga,1.0,8.0,2.0,25.0,0.23,0.06,0.13,0.5,9.3,0.0,0.0,0.0,0.6,0.6,0.07,0.4,0.4
Duje Ćaleta-Car,hr CRO,1996.0,2019.0,Marseille,fr Ligue 1,0.0,8.0,4.0,50.0,0.47,0.23,0.0,0.0,13.8,0.0,0.0,0.0,0.8,0.8,0.1,-0.8,-0.8
Hakan Çalhanoğlu,tr TUR,1994.0,2019.0,Milan,it Serie A,3.0,102.0,25.0,24.5,3.18,0.78,0.03,0.12,22.5,12.0,0.0,0.0,5.5,5.5,0.05,-2.5,-2.5
Daniel Caligiuri,it ITA,1988.0,2019.0,Schalke 04,de Bundesliga,7.0,44.0,10.0,22.7,1.44,0.33,0.07,0.3,24.7,7.0,4.0,6.0,6.3,1.7,0.04,0.7,1.3
José Callejón,es ESP,1987.0,2019.0,Napoli,it Serie A,3.0,59.0,17.0,28.8,2.0,0.58,0.05,0.18,17.2,1.0,0.0,0.0,5.3,5.3,0.09,-2.3,-2.3
Jonathan Calleri,ar ARG,1993.0,2019.0,Alavés,es La Liga,9.0,73.0,17.0,23.3,2.29,0.53,0.1,0.41,14.5,0.0,2.0,2.0,7.2,5.7,0.08,1.8,1.3
Jan-Ingwer Callsen-Bracker,de GER,1984.0,2019.0,Augsburg,de Bundesliga,0.0,1.0,0.0,0.0,12.86,0.0,0.0,,14.1,0.0,0.0,0.0,0.1,0.1,0.13,-0.1,-0.1
Dominic Calvert-Lewin,eng ENG,1997.0,2019.0,Everton,eng Premier League,6.0,55.0,17.0,30.9,2.77,0.86,0.11,0.35,12.6,0.0,0.0,0.0,5.2,5.1,0.09,0.8,0.9
Ignacio Camacho,es ESP,1990.0,2019.0,Wolfsburg,de Bundesliga,0.0,8.0,3.0,37.5,1.33,0.5,0.0,0.0,15.7,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5
Juanjo Camacho,es ESP,1980.0,2019.0,Huesca,es La Liga,0.0,3.0,2.0,66.7,7.3,4.86,0.0,0.0,27.9,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Rafael Camacho,pt POR,2000.0,2019.0,Liverpool,eng Premier League,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Mahdi Camara,fr FRA,1998.0,2019.0,Saint-Étienne,fr Ligue 1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Souleymane Camara,sn SEN,1982.0,2019.0,Montpellier,fr Ligue 1,3.0,9.0,6.0,66.7,5.91,3.94,0.33,0.5,13.1,0.0,0.0,0.0,1.3,1.3,0.15,1.7,1.7
Víctor Camarasa,es ESP,1994.0,2019.0,Cardiff City,eng Premier League,5.0,39.0,10.0,25.6,1.37,0.35,0.13,0.5,22.9,5.0,0.0,0.0,2.7,2.7,0.07,2.3,2.3
Eduardo Camavinga,fr FRA,2002.0,2019.0,Rennes,fr Ligue 1,0.0,2.0,1.0,50.0,0.49,0.25,0.0,0.0,20.7,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Sergio Camello,es ESP,2001.0,2019.0,Atlético Madrid,es La Liga,1.0,3.0,1.0,33.3,6.0,2.0,0.33,1.0,10.7,0.0,0.0,0.0,0.6,0.6,0.19,0.4,0.4
José Campaña,es ESP,1993.0,2019.0,Levante,es La Liga,4.0,22.0,8.0,36.4,0.62,0.22,0.18,0.5,22.1,2.0,0.0,0.0,1.5,1.5,0.07,2.5,2.5
Joel Campbell,cr CRC,1992.0,2019.0,Frosinone,it Serie A,0.0,13.0,3.0,23.1,1.31,0.3,0.0,0.0,19.2,0.0,0.0,0.0,0.9,0.9,0.07,-0.9,-0.9
Emre Can,de GER,1994.0,2019.0,Juventus,it Serie A,4.0,32.0,8.0,25.0,1.59,0.4,0.09,0.38,18.4,0.0,1.0,1.0,3.0,2.3,0.07,1.0,0.7
Sergio Canales,es ESP,1991.0,2019.0,Betis,es La Liga,7.0,63.0,23.0,36.5,2.14,0.78,0.08,0.22,22.7,14.0,2.0,2.0,6.7,5.2,0.08,0.3,-0.2
João Cancelo,pt POR,1994.0,2019.0,Juventus,it Serie A,1.0,25.0,6.0,24.0,1.14,0.27,0.04,0.17,22.3,0.0,0.0,0.0,1.3,1.3,0.05,-0.3,-0.3
Antonio Candreva,it ITA,1987.0,2019.0,Inter,it Serie A,1.0,21.0,7.0,33.3,3.76,1.25,0.05,0.14,19.9,1.0,0.0,0.0,1.8,1.8,0.09,-0.8,-0.8
Ander Capa,es ESP,1992.0,2019.0,Athletic Club,es La Liga,0.0,9.0,2.0,22.2,0.49,0.11,0.0,0.0,16.0,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
Luan Capanni,br BRA,2000.0,2019.0,Lazio,it Serie A,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,32.7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Pierrick Capelle,fr FRA,1987.0,2019.0,Angers,fr Ligue 1,3.0,26.0,6.0,23.1,1.27,0.29,0.12,0.5,19.5,3.0,0.0,0.0,2.2,2.2,0.09,0.8,0.8
Leonardo Capezzi,it ITA,1995.0,2019.0,Empoli,it Serie A,0.0,13.0,1.0,7.7,1.52,0.12,0.0,0.0,26.2,2.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
Étienne Capoue,fr FRA,1988.0,2019.0,Watford,eng Premier League,1.0,17.0,3.0,17.6,0.52,0.09,0.06,0.33,28.4,5.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0
Gianluca Caprari,it ITA,1993.0,2019.0,Sampdoria,it Serie A,6.0,31.0,14.0,45.2,2.71,1.22,0.19,0.43,18.1,4.0,0.0,0.0,2.6,2.6,0.08,3.4,3.4
Marco Capuano,it ITA,1991.0,2019.0,Frosinone,it Serie A,0.0,8.0,0.0,0.0,0.31,0.0,0.0,,10.7,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5
Francesco Caputo,it ITA,1987.0,2019.0,Empoli,it Serie A,16.0,90.0,36.0,40.0,2.37,0.95,0.14,0.36,13.9,0.0,3.0,6.0,17.7,13.2,0.15,-1.7,-0.2
Marc Cardona,es ESP,1995.0,2019.0,Eibar,es La Liga,3.0,17.0,8.0,47.1,2.53,1.19,0.18,0.38,11.6,0.0,0.0,0.0,2.7,2.7,0.16,0.3,0.3
Diego Carlos,br BRA,1993.0,2019.0,Nantes,fr Ligue 1,2.0,37.0,4.0,10.8,1.06,0.11,0.05,0.5,17.1,3.0,0.0,0.0,2.0,2.0,0.06,0.0,0.0
Jonas Carls,de GER,1997.0,2019.0,Schalke 04,de Bundesliga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Louis Carnot,fr FRA,2001.0,2019.0,Guingamp,fr Ligue 1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Lionel Carole,fr FRA,1991.0,2019.0,Strasbourg,fr Ligue 1,0.0,9.0,2.0,22.2,0.47,0.1,0.0,0.0,18.2,0.0,0.0,0.0,0.7,0.7,0.08,-0.7,-0.7
Daniel Carriço,pt POR,1988.0,2019.0,Sevilla,es La Liga,1.0,8.0,2.0,25.0,0.34,0.08,0.13,0.5,10.2,0.0,0.0,0.0,0.7,0.7,0.08,0.3,0.3
Guido Carrillo,ar ARG,1991.0,2019.0,Leganés,es La Liga,6.0,58.0,17.0,29.3,2.62,0.77,0.09,0.29,10.5,0.0,1.0,3.0,8.6,6.3,0.11,-2.6,-1.3
Andy Carroll,eng ENG,1989.0,2019.0,West Ham,eng Premier League,0.0,14.0,6.0,42.9,2.73,1.17,0.0,0.0,11.1,0.0,0.0,0.0,1.9,1.9,0.13,-1.9,-1.9
Dani Carvajal,es ESP,1992.0,2019.0,Real Madrid,es La Liga,1.0,12.0,4.0,33.3,0.51,0.17,0.08,0.25,21.0,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6
William Carvalho,pt POR,1992.0,2019.0,Betis,es La Liga,0.0,10.0,2.0,20.0,0.38,0.08,0.0,0.0,17.6,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
