Player,Nation,Born,Season,Squad,Comp,Pos,Secondary_Pos,90s
Valter Birsa,si SVN,1986.0,2019.0,Cagliari,it Serie A,MF,FW,3.9
Valter Birsa,si SVN,1986.0,2019.0,Chievo,it Serie A,MF,FW,12.2
Yves Bissouma,ml MLI,1996.0,2019.0,Brighton,eng Premier League,MF,,19.7
Leonardo Bittencourt,de GER,1993.0,2019.0,Hoffenheim,de Bundesliga,MF,,11.9
Alejandro Blanco,es ESP,1998.0,2019.0,Alavés,es La Liga,FW,MF,0.2
Ludovic Blas,fr FRA,1997.0,2019.0,Guingamp,fr Ligue 1,MF,FW,26.4
Pablo de Blasis,ar ARG,1988.0,2019.0,Eibar,es La Liga,DF,MF,16.9
Pablo de Blasis,ar ARG,1988.0,2019.0,Mainz 05,de Bundesliga,FW,,1.0
Alexis Blin,fr FRA,1996.0,2019.0,Amiens,fr Ligue 1,MF,,22.1
Danny Blum,de GER,1991.0,2019.0,Eint Frankfurt,de Bundesliga,FW,,0.0
Emmanuel Boateng,gh GHA,1996.0,2019.0,Levante,es La Liga,FW,,7.8
Jérôme Boateng,de GER,1988.0,2019.0,Bayern Munich,de Bundesliga,DF,,18.8
Kevin-Prince Boateng,gh GHA,1987.0,2019.0,Barcelona,es La Liga,FW,,2.7
Kevin-Prince Boateng,gh GHA,1987.0,2019.0,Sassuolo,it Serie A,FW,,10.4
Antonin Bobichon,fr FRA,1995.0,2019.0,Nîmes,fr Ligue 1,MF,,23.9
Yann Bodiger,fr FRA,1995.0,2019.0,Toulouse,fr Ligue 1,MF,,0.1
Mathieu Bodmer,fr FRA,1982.0,2019.0,Amiens,fr Ligue 1,MF,FW,11.9
Adam Bodzek,de GER,1985.0,2019.0,Düsseldorf,de Bundesliga,MF,DF,17.7
Jean-Paul Boëtius,nl NED,1994.0,2019.0,Mainz 05,de Bundesliga,MF,FW,23.6
Sacha Boey,fr FRA,2000.0,2019.0,Rennes,fr Ligue 1,DF,MF,0.2
Jeremie Boga,ci CIV,1997.0,2019.0,Sassuolo,it Serie A,FW,MF,16.0
Willy Boly,ci CIV,1991.0,2019.0,Wolves,eng Premier League,DF,,35.2
Léo Bonatini,br BRA,1994.0,2019.0,Wolves,eng Premier League,FW,,1.5
Giacomo Bonaventura,it ITA,1989.0,2019.0,Milan,it Serie A,MF,,7.2
Daniele Bonera,it ITA,1981.0,2019.0,Villarreal,es La Liga,DF,,2.6
Gaëtan Bong,cm CMR,1988.0,2019.0,Brighton,eng Premier League,DF,,20.1
Kevin Bonifazi,it ITA,1996.0,2019.0,SPAL,it Serie A,DF,,25.6
Leonardo Bonucci,it ITA,1987.0,2019.0,Juventus,it Serie A,DF,,27.5
Fabio Borini,it ITA,1991.0,2019.0,Milan,it Serie A,FW,MF,11.7
Robin Bormuth,de GER,1995.0,2019.0,Düsseldorf,de Bundesliga,DF,,6.8
Olivier Boscagli,fr FRA,1997.0,2019.0,Nice,fr Ligue 1,DF,MF,9.6
Gabriel Boschilia,br BRA,1996.0,2019.0,Nantes,fr Ligue 1,FW,MF,14.7
John Bostock,tt TRI,1992.0,2019.0,Toulouse,fr Ligue 1,MF,,10.9
Denis Bouanga,ga GAB,1994.0,2019.0,Nîmes,fr Ligue 1,FW,MF,29.3
Ryad Boudebouz,dz ALG,1990.0,2019.0,Betis,es La Liga,MF,FW,6.0
Ryad Boudebouz,dz ALG,1990.0,2019.0,Celta Vigo,es La Liga,MF,,8.0
Sofiane Boufal,ma MAR,1993.0,2019.0,Celta Vigo,es La Liga,MF,FW,23.2
Nassim Boujellab,ma MAR,1999.0,2019.0,Schalke 04,de Bundesliga,MF,,4.2
Arnold Bouka Moutou,cg CGO,1988.0,2019.0,Dijon,fr Ligue 1,DF,FW,0.7
Mehdi Bourabia,ma MAR,1991.0,2019.0,Sassuolo,it Serie A,MF,,22.3
Benjamin Bourigeaud,fr FRA,1994.0,2019.0,Rennes,fr Ligue 1,MF,FW,26.9
Bilal Boutobba,fr FRA,1998.0,2019.0,Montpellier,fr Ligue 1,MF,,0.4
Umut Bozok,tr TUR,1996.0,2019.0,Nîmes,fr Ligue 1,FW,,13.7
Filip Bradarić,hr CRO,1992.0,2019.0,Cagliari,it Serie A,MF,,16.6
Robbie Brady,ie IRL,1992.0,2019.0,Burnley,eng Premier League,MF,FW,8.0
Martin Braithwaite,dk DEN,1991.0,2019.0,Leganés,es La Liga,FW,,15.6
Julian Brandt,de GER,1996.0,2019.0,Leverkusen,de Bundesliga,MF,FW,29.6
Darko Brašanac,rs SRB,1992.0,2019.0,Alavés,es La Liga,MF,,17.6
Pedro Brazão,pt POR,2002.0,2019.0,Nice,fr Ligue 1,FW,DF,0.2
Josip Brekalo,hr CRO,1998.0,2019.0,Wolfsburg,de Bundesliga,FW,MF,15.7
Gleison Bremer,br BRA,1997.0,2019.0,Torino,it Serie A,DF,,2.0
Joshua Brenet,nl NED,1994.0,2019.0,Hoffenheim,de Bundesliga,DF,MF,10.1
Rajko Brežančić,rs SRB,1989.0,2019.0,Huesca,es La Liga,DF,,0.7
Anthony Briançon,fr FRA,1994.0,2019.0,Nîmes,fr Ligue 1,DF,,32.5
Jimmy Briand,fr FRA,1985.0,2019.0,Bordeaux,fr Ligue 1,FW,,27.7
Nicolò Brighenti,it ITA,1989.0,2019.0,Frosinone,it Serie A,DF,,11.0
Matteo Brighi,it ITA,1981.0,2019.0,Empoli,it Serie A,MF,,2.6
Enrico Brignola,it ITA,1999.0,2019.0,Sassuolo,it Serie A,FW,,1.9
Miguel Britos,uy URU,1985.0,2019.0,Watford,eng Premier League,DF,,2.1
David Brooks,wal WAL,1997.0,2019.0,Bournemouth,eng Premier League,MF,FW,25.1
John Brooks,us USA,1993.0,2019.0,Wolfsburg,de Bundesliga,DF,,29.0
Daniel Brosinski,de GER,1988.0,2019.0,Mainz 05,de Bundesliga,DF,,24.5
Marcelo Brozović,hr CRO,1992.0,2019.0,Inter,it Serie A,MF,,29.4
Bruma,pt POR,1994.0,2019.0,RB Leipzig,de Bundesliga,MF,FW,6.1
Jeffrey Bruma,nl NED,1991.0,2019.0,Schalke 04,de Bundesliga,DF,,6.9
Bruno,es ESP,1980.0,2019.0,Brighton,eng Premier League,DF,,12.6
Jacob Bruun Larsen,dk DEN,1998.0,2019.0,Dortmund,de Bundesliga,FW,MF,14.1
Bryan,es ESP,2001.0,2019.0,Sevilla,es La Liga,MF,FW,1.9
Joe Bryan,eng ENG,1993.0,2019.0,Fulham,eng Premier League,DF,,26.1
Niko Bungert,de GER,1986.0,2019.0,Mainz 05,de Bundesliga,DF,,3.2
Guido Burgstaller,at AUT,1989.0,2019.0,Schalke 04,de Bundesliga,FW,,17.0
Burgui,es ESP,1993.0,2019.0,Alavés,es La Liga,MF,FW,6.2
Jonathan Burkardt,de GER,2000.0,2019.0,Mainz 05,de Bundesliga,FW,MF,2.9
Patrick Burner,fr FRA,1996.0,2019.0,Nice,fr Ligue 1,DF,,15.0
Sergio Busquets,es ESP,1988.0,2019.0,Barcelona,es La Liga,MF,,30.2
Gaëtan Bussmann,fr FRA,1991.0,2019.0,Mainz 05,de Bundesliga,DF,,1.0
Unai Bustinza,es ESP,1992.0,2019.0,Leganés,es La Liga,DF,,22.5
Jakub Błaszczykowski,pl POL,1985.0,2019.0,Wolfsburg,de Bundesliga,FW,,0.1
Erick Cabaco,uy URU,1995.0,2019.0,Levante,es La Liga,DF,,18.1
Rémy Cabella,fr FRA,1990.0,2019.0,Saint-Étienne,fr Ligue 1,MF,FW,33.3
Gustavo Cabral,ar ARG,1985.0,2019.0,Celta Vigo,es La Liga,DF,,21.1
Leandro Cabrera,uy URU,1991.0,2019.0,Getafe,es La Liga,DF,,31.0
Fabrizio Cacciatore,it ITA,1986.0,2019.0,Cagliari,it Serie A,DF,,6.4
Fabrizio Cacciatore,it ITA,1986.0,2019.0,Chievo,it Serie A,DF,,5.5
Martín Cáceres,uy URU,1987.0,2019.0,Juventus,it Serie A,DF,,7.0
Martín Cáceres,uy URU,1987.0,2019.0,Lazio,it Serie A,DF,FW,3.4
Anthony Caci,fr FRA,1997.0,2019.0,Strasbourg,fr Ligue 1,DF,,25.5
Mathieu Cafaro,fr FRA,1997.0,2019.0,Reims,fr Ligue 1,FW,MF,23.3
Gary Cahill,eng ENG,1985.0,2019.0,Chelsea,eng Premier League,DF,,0.3
Yannick Cahuzac,fr FRA,1985.0,2019.0,Toulouse,fr Ligue 1,MF,DF,15.9
Felipe Caicedo,ec ECU,1988.0,2019.0,Lazio,it Serie A,FW,,15.2
Tom Cairney,sco SCO,1991.0,2019.0,Fulham,eng Premier League,MF,FW,24.4
Caiuby,br BRA,1988.0,2019.0,Augsburg,de Bundesliga,FW,MF,11.2
Arturo Calabresi,it ITA,1996.0,2019.0,Bologna,it Serie A,DF,,15.7
Davide Calabria,it ITA,1996.0,2019.0,Milan,it Serie A,DF,,21.7
Jordi Calavera,es ESP,1995.0,2019.0,Eibar,es La Liga,DF,,0.0
Fernando Calero,es ESP,1995.0,2019.0,Valladolid,es La Liga,DF,,34.8
Duje Ćaleta-Car,hr CRO,1996.0,2019.0,Marseille,fr Ligue 1,DF,,17.2
Hakan Çalhanoğlu,tr TUR,1994.0,2019.0,Milan,it Serie A,FW,MF,32.0
Daniel Caligiuri,it ITA,1988.0,2019.0,Schalke 04,de Bundesliga,DF,,30.6
José Callejón,es ESP,1987.0,2019.0,Napoli,it Serie A,MF,FW,29.4
Jonathan Calleri,ar ARG,1993.0,2019.0,Alavés,es La Liga,FW,,31.9
Jan-Ingwer Callsen-Bracker,de GER,1984.0,2019.0,Augsburg,de Bundesliga,DF,,0.1
Dominic Calvert-Lewin,eng ENG,1997.0,2019.0,Everton,eng Premier League,FW,,19.8
Ignacio Camacho,es ESP,1990.0,2019.0,Wolfsburg,de Bundesliga,MF,,6.0
Juanjo Camacho,es ESP,1980.0,2019.0,Huesca,es La Liga,MF,,0.4
Rafael Camacho,pt POR,2000.0,2019.0,Liverpool,eng Premier League,DF,,0.0
Mahdi Camara,fr FRA,1998.0,2019.0,Saint-Étienne,fr Ligue 1,FW,,0.1
Souleymane Camara,sn SEN,1982.0,2019.0,Montpellier,fr Ligue 1,FW,MF,1.5
Víctor Camarasa,es ESP,1994.0,2019.0,Cardiff City,eng Premier League,MF,,28.5
Eduardo Camavinga,fr FRA,2002.0,2019.0,Rennes,fr Ligue 1,MF,,4.0
Sergio Camello,es ESP,2001.0,2019.0,Atlético Madrid,es La Liga,FW,,0.5
José Campaña,es ESP,1993.0,2019.0,Levante,es La Liga,MF,,35.7
Joel Campbell,cr CRC,1992.0,2019.0,Frosinone,it Serie A,FW,MF,9.9
Emre Can,de GER,1994.0,2019.0,Juventus,it Serie A,MF,,20.1
Sergio Canales,es ESP,1991.0,2019.0,Betis,es La Liga,MF,FW,29.5
João Cancelo,pt POR,1994.0,2019.0,Juventus,it Serie A,DF,,21.9
Antonio Candreva,it ITA,1987.0,2019.0,Inter,it Serie A,FW,MF,5.6
Ander Capa,es ESP,1992.0,2019.0,Athletic Club,es La Liga,DF,,18.2
Luan Capanni,br BRA,2000.0,2019.0,Lazio,it Serie A,FW,,0.1
Pierrick Capelle,fr FRA,1987.0,2019.0,Angers,fr Ligue 1,MF,DF,20.5
Leonardo Capezzi,it ITA,1995.0,2019.0,Empoli,it Serie A,MF,,8.6
Étienne Capoue,fr FRA,1988.0,2019.0,Watford,eng Premier League,MF,,32.7
Gianluca Caprari,it ITA,1993.0,2019.0,Sampdoria,it Serie A,FW,MF,11.5
Marco Capuano,it ITA,1991.0,2019.0,Frosinone,it Serie A,DF,,25.6
Francesco Caputo,it ITA,1987.0,2019.0,Empoli,it Serie A,FW,,38.0
Marc Cardona,es ESP,1995.0,2019.0,Eibar,es La Liga,FW,MF,6.7
Diego Carlos,br BRA,1993.0,2019.0,Nantes,fr Ligue 1,DF,,35.0
Jonas Carls,de GER,1997.0,2019.0,Schalke 04,de Bundesliga,DF,,1.0
Louis Carnot,fr FRA,2001.0,2019.0,Guingamp,fr Ligue 1,MF,,0.1
Lionel Carole,fr FRA,1991.0,2019.0,Strasbourg,fr Ligue 1,DF,MF,19.2
Daniel Carriço,pt POR,1988.0,2019.0,Sevilla,es La Liga,DF,,23.7
Guido Carrillo,ar ARG,1991.0,2019.0,Leganés,es La Liga,FW,,22.1
Andy Carroll,eng ENG,1989.0,2019.0,West Ham,eng Premier League,FW,,5.1
Dani Carvajal,es ESP,1992.0,2019.0,Real Madrid,es La Liga,DF,,23.4
William Carvalho,pt POR,1992.0,2019.0,Betis,es La Liga,MF,,26.5
Casemiro,br BRA,1992.0,2019.0,Real Madrid,es La Liga,MF,,25.7
Santiago Cáseres,ar ARG,1997.0,2019.0,Villarreal,es La Liga,MF,,17.6
Moreto Cassamã,gw GNB,1998.0,2019.0,Reims,fr Ligue 1,MF,,0.7
Francesco Cassata,it ITA,1997.0,2019.0,Frosinone,it Serie A,MF,FW,12.5
Timothy Castagne,be BEL,1995.0,2019.0,Atalanta,it Serie A,DF,MF,22.3
Samu Castillejo,es ESP,1995.0,2019.0,Milan,it Serie A,FW,MF,11.4
Gonzalo Castro,de GER,1987.0,2019.0,Stuttgart,de Bundesliga,MF,,18.8
Jonny Castro,es ESP,1994.0,2019.0,Wolves,eng Premier League,DF,MF,30.8
Lucas Castro,ar ARG,1989.0,2019.0,Cagliari,it Serie A,MF,FW,10.0
Danilo Cataldi,it ITA,1994.0,2019.0,Lazio,it Serie A,MF,FW,6.4
Catena,es ESP,1994.0,2019.0,Rayo Vallecano,es La Liga,DF,,2.0
Craig Cathcart,nir NIR,1989.0,2019.0,Watford,eng Premier League,DF,,34.4
Ivan Cavaleiro,pt POR,1993.0,2019.0,Wolves,eng Premier League,FW,MF,7.7
Edinson Cavani,uy URU,1987.0,2019.0,Paris S-G,fr Ligue 1,FW,,18.6
Santi Cazorla,es ESP,1984.0,2019.0,Villarreal,es La Liga,MF,FW,29.4
Dani Ceballos,es ESP,1996.0,2019.0,Real Madrid,es La Liga,MF,FW,13.9
Federico Ceccherini,it ITA,1992.0,2019.0,Fiorentina,it Serie A,DF,,11.0
Žan Celar,si SVN,1999.0,2019.0,Roma,it Serie A,FW,,0.1
Zeki Çelik,tr TUR,1997.0,2019.0,Lille,fr Ligue 1,DF,,33.0
Álex Centelles,es ESP,1997.0,2019.0,Udinese,it Serie A,DF,,6.5
Luca Ceppitelli,it ITA,1989.0,2019.0,Cagliari,it Serie A,DF,,22.8
Fabio Ceravolo,it ITA,1987.0,2019.0,Parma,it Serie A,FW,,13.2
Alberto Cerri,it ITA,1996.0,2019.0,Cagliari,it Serie A,FW,,7.4
Boštjan Cesar,si SVN,1982.0,2019.0,Chievo,it Serie A,DF,,12.0
Nacer Chadli,be BEL,1989.0,2019.0,Monaco,fr Ligue 1,MF,FW,7.7
Fouad Chafik,ma MAR,1986.0,2019.0,Dijon,fr Ligue 1,DF,,20.5
Nathaniel Chalobah,eng ENG,1994.0,2019.0,Watford,eng Premier League,MF,FW,3.0
Calum Chambers,eng ENG,1995.0,2019.0,Fulham,eng Premier League,MF,DF,28.8
Timothy Chandler,us USA,1990.0,2019.0,Eint Frankfurt,de Bundesliga,FW,,0.2
Kwon Chang-hoon,kr KOR,1994.0,2019.0,Dijon,fr Ligue 1,FW,MF,10.4
Charles,br BRA,1984.0,2019.0,Eibar,es La Liga,FW,,19.3
Xavier Chavalerin,fr FRA,1991.0,2019.0,Reims,fr Ligue 1,MF,,36.0
Pablo Chavarría,ar ARG,1988.0,2019.0,Reims,fr Ligue 1,FW,,21.9
Chechu,es ESP,1982.0,2019.0,Rayo Vallecano,es La Liga,DF,,1.0
Pape Cheikh Diop,sn SEN,1997.0,2019.0,Lyon,fr Ligue 1,MF,,5.0
Chema,es ESP,1992.0,2019.0,Levante,es La Liga,DF,,13.9
Denis Cheryshev,ru RUS,1990.0,2019.0,Valencia,es La Liga,MF,FW,19.0
Raman Chibsah,gh GHA,1993.0,2019.0,Frosinone,it Serie A,MF,,29.1
Giorgio Chiellini,it ITA,1984.0,2019.0,Juventus,it Serie A,DF,,22.1
Federico Chiesa,it ITA,1997.0,2019.0,Fiorentina,it Serie A,FW,MF,33.7
Ben Chilwell,eng ENG,1996.0,2019.0,Leicester City,eng Premier League,DF,,36.0
Vlad Chiricheș,ro ROU,1989.0,2019.0,Napoli,it Serie A,DF,,1.6
Tahith Chong,nl NED,1999.0,2019.0,Manchester Utd,eng Premier League,FW,,0.4
Hamza Choudhury,eng ENG,1997.0,2019.0,Leicester City,eng Premier League,MF,,6.6
Andreas Christensen,dk DEN,1996.0,2019.0,Chelsea,eng Premier League,DF,,6.9
Cyrus Christie,ie IRL,1992.0,2019.0,Fulham,eng Premier League,DF,,21.6
Samuel Chukwueze,ng NGA,1999.0,2019.0,Villarreal,es La Liga,FW,MF,19.0
Camillo Ciano,it ITA,1990.0,2019.0,Frosinone,it Serie A,FW,MF,27.3
Amato Ciciretti,it ITA,1993.0,2019.0,Parma,it Serie A,FW,MF,1.5
Luca Cigarini,it ITA,1986.0,2019.0,Cagliari,it Serie A,MF,,18.7
Per Ciljan Skjelbred,no NOR,1987.0,2019.0,Hertha BSC,de Bundesliga,MF,,11.1
Laurent Ciman,be BEL,1985.0,2019.0,Dijon,fr Ligue 1,DF,,8.0
Daniel Ciofani,it ITA,1985.0,2019.0,Frosinone,it Serie A,FW,,18.0
Thiago Cionek,pl POL,1986.0,2019.0,SPAL,it Serie A,DF,,28.2
Ibrahima Cissé,gn GUI,1994.0,2019.0,Fulham,eng Premier League,MF,FW,1.0
Till Cissokho,fr FRA,2000.0,2019.0,Bordeaux,fr Ligue 1,DF,,0.9
Ciaran Clark,ie IRL,1989.0,2019.0,Newcastle Utd,eng Premier League,DF,,9.5
Tom Cleverley,eng ENG,1989.0,2019.0,Watford,eng Premier League,MF,FW,5.3
Nathaniel Clyne,eng ENG,1991.0,2019.0,Liverpool,eng Premier League,DF,,1.2
Nathaniel Clyne,eng ENG,1991.0,2019.0,Bournemouth,eng Premier League,DF,,12.7
Conor Coady,eng ENG,1993.0,2019.0,Wolves,eng Premier League,DF,,38.0
Marcus Coco,fr FRA,1996.0,2019.0,Guingamp,fr Ligue 1,FW,MF,20.4
Coke,es ESP,1987.0,2019.0,Levante,es La Liga,DF,,20.2
Séamus Coleman,ie IRL,1988.0,2019.0,Everton,eng Premier League,DF,,28.4
Álex Collado,es ESP,1999.0,2019.0,Barcelona,es La Liga,FW,,0.9
Omar Colley,gm GAM,1992.0,2019.0,Sampdoria,it Serie A,DF,,19.6
Racine Coly,sn SEN,1995.0,2019.0,Nice,fr Ligue 1,DF,MF,5.6
Kingsley Coman,fr FRA,1996.0,2019.0,Bayern Munich,de Bundesliga,FW,MF,15.3
Santi Comesaña,es ESP,1996.0,2019.0,Rayo Vallecano,es La Liga,MF,,22.6
Daniel Congré,fr FRA,1985.0,2019.0,Montpellier,fr Ligue 1,DF,,36.6
Andrea Conti,it ITA,1994.0,2019.0,Milan,it Serie A,DF,,5.6
Lewis Cook,eng ENG,1997.0,2019.0,Bournemouth,eng Premier League,MF,,8.0
Steve Cook,eng ENG,1991.0,2019.0,Bournemouth,eng Premier League,DF,,31.0
Duje Čop,hr CRO,1990.0,2019.0,Valladolid,es La Liga,FW,,7.6
Francis Coquelin,fr FRA,1991.0,2019.0,Valencia,es La Liga,MF,,19.6
Gabriele Corbo,it ITA,2000.0,2019.0,Bologna,it Serie A,DF,,0.1
Iñigo Córdoba,es ESP,1997.0,2019.0,Athletic Club,es La Liga,FW,,14.7
Sergio Córdova,ve VEN,1997.0,2019.0,Augsburg,de Bundesliga,FW,,5.9
Benjamin Corgnet,fr FRA,1987.0,2019.0,Strasbourg,fr Ligue 1,MF,FW,7.5
Ante Ćorić,hr CRO,1997.0,2019.0,Roma,it Serie A,MF,,0.3
Jack Cork,eng ENG,1989.0,2019.0,Burnley,eng Premier League,MF,,36.8
Andreas Cornelius,dk DEN,1993.0,2019.0,Bordeaux,fr Ligue 1,FW,,8.8
Maxwel Cornet,ci CIV,1996.0,2019.0,Lyon,fr Ligue 1,FW,,14.2
Quentin Cornette,fr FRA,1994.0,2019.0,Amiens,fr Ligue 1,MF,FW,2.3
Ángel Correa,ar ARG,1995.0,2019.0,Atlético Madrid,es La Liga,MF,FW,21.3
Joaquín Correa,ar ARG,1994.0,2019.0,Lazio,it Serie A,FW,MF,21.4
Danny da Costa,de GER,1993.0,2019.0,Eint Frankfurt,de Bundesliga,DF,MF,33.7
Diego Costa,es ESP,1988.0,2019.0,Atlético Madrid,es La Liga,FW,,12.4
Douglas Costa,br BRA,1990.0,2019.0,Juventus,it Serie A,FW,MF,6.9
Filippo Costa,it ITA,1995.0,2019.0,SPAL,it Serie A,MF,DF,6.3
Hélder Costa,pt POR,1994.0,2019.0,Wolves,eng Premier League,FW,MF,14.9
Jaume Costa,es ESP,1988.0,2019.0,Villarreal,es La Liga,DF,,16.6
Nuno da Costa,cv CPV,1991.0,2019.0,Strasbourg,fr Ligue 1,FW,,22.8
David Costas,es ESP,1995.0,2019.0,Celta Vigo,es La Liga,DF,,13.0
Kalifa Coulibaly,ml MLI,1991.0,2019.0,Nantes,fr Ligue 1,FW,,19.5
Senou Coulibaly,ml MLI,1994.0,2019.0,Dijon,fr Ligue 1,DF,MF,4.6
Philippe Coutinho,br BRA,1992.0,2019.0,Barcelona,es La Liga,FW,MF,22.4
Nicolas Cozza,fr FRA,1999.0,2019.0,Montpellier,fr Ligue 1,DF,,10.9
Aaron Cresswell,eng ENG,1989.0,2019.0,West Ham,eng Premier League,DF,,17.7
Domenico Criscito,it ITA,1986.0,2019.0,Genoa,it Serie A,DF,,34.1
Lorenzo Crisetig,it ITA,1993.0,2019.0,Frosinone,it Serie A,MF,,5.6
Bryan Cristante,it ITA,1995.0,2019.0,Roma,it Serie A,MF,,26.9
Sebastián Cristóforo,uy URU,1993.0,2019.0,Getafe,es La Liga,MF,FW,5.0
Enzo Crivelli,fr FRA,1995.0,2019.0,Caen,fr Ligue 1,FW,,25.1
Peter Crouch,eng ENG,1981.0,2019.0,Burnley,eng Premier League,FW,,1.0
Alessio da Cruz,nl NED,1997.0,2019.0,Parma,it Serie A,FW,MF,1.6
Juan Cuadrado,co COL,1988.0,2019.0,Juventus,it Serie A,MF,DF,13.6
Cucho,co COL,1999.0,2019.0,Huesca,es La Liga,FW,,23.9
Marc Cucurella,es ESP,1998.0,2019.0,Eibar,es La Liga,MF,FW,26.2
Mickaël Cuisance,fr FRA,1999.0,2019.0,M'Gladbach,de Bundesliga,MF,,3.1
Matheus Cunha,br BRA,1999.0,2019.0,RB Leipzig,de Bundesliga,FW,MF,9.5
Greg Cunningham,ie IRL,1991.0,2019.0,Cardiff City,eng Premier League,DF,,7.0
Patrick Cutrone,it ITA,1998.0,2019.0,Milan,it Serie A,FW,,16.2
Wylan Cyprien,fr FRA,1995.0,2019.0,Nice,fr Ligue 1,MF,,26.2
Marco D'Alessandro,it ITA,1991.0,2019.0,Udinese,it Serie A,DF,MF,16.6
Danilo D'Ambrosio,it ITA,1988.0,2019.0,Inter,it Serie A,DF,,28.7
Damien Da Silva,fr FRA,1988.0,2019.0,Rennes,fr Ligue 1,DF,,31.9
Kouadio-Yves Dabila,ci CIV,1997.0,2019.0,Lille,fr Ligue 1,DF,,8.7
Abdoulaye Dabo,fr FRA,2001.0,2019.0,Nantes,fr Ligue 1,FW,,1.3
Bryan Dabo,bf BFA,1992.0,2019.0,Fiorentina,it Serie A,MF,DF,9.2
Christoph Daferner,de GER,1998.0,2019.0,Freiburg,de Bundesliga,FW,,0.3
Colin Dagba,fr FRA,1998.0,2019.0,Paris S-G,fr Ligue 1,DF,,10.2
Mahmoud Dahoud,de GER,1996.0,2019.0,Dortmund,de Bundesliga,MF,,7.7
Leon Dajaku,de GER,2001.0,2019.0,Stuttgart,de Bundesliga,MF,FW,0.3
Felipe dal Belo,br BRA,1984.0,2019.0,SPAL,it Serie A,DF,,26.2
Nicola Dalmonte,it ITA,1997.0,2019.0,Genoa,it Serie A,MF,FW,0.5
Diogo Dalot,pt POR,1999.0,2019.0,Manchester Utd,eng Premier League,DF,MF,11.3
Matty Daly,eng ENG,2001.0,2019.0,Huddersfield,eng Premier League,MF,,0.8
Vitalie Damașcan,md MDA,1999.0,2019.0,Torino,it Serie A,MF,,0.0
Loïc Damour,fr FRA,1991.0,2019.0,Cardiff City,eng Premier League,MF,,0.3
Charlie Daniels,eng ENG,1986.0,2019.0,Bournemouth,eng Premier League,DF,,17.6
Danilo,br BRA,1991.0,2019.0,Manchester City,eng Premier League,DF,,9.0
Scott Dann,eng ENG,1987.0,2019.0,Crystal Palace,eng Premier League,DF,,7.4
Kevin Danso,at AUT,1998.0,2019.0,Augsburg,de Bundesliga,DF,,13.9
Dante,br BRA,1983.0,2019.0,Nice,fr Ligue 1,DF,,35.8
Palkó Dárdai,hu HUN,1999.0,2019.0,Hertha BSC,de Bundesliga,MF,FW,1.3
Sergi Darder,es ESP,1993.0,2019.0,Espanyol,es La Liga,MF,,30.1
Vladimír Darida,cz CZE,1990.0,2019.0,Hertha BSC,de Bundesliga,MF,,4.2
Matteo Darmian,it ITA,1989.0,2019.0,Manchester Utd,eng Premier League,DF,,4.9
Alphonso Davies,ca CAN,2000.0,2019.0,Bayern Munich,de Bundesliga,FW,MF,0.9
Ben Davies,wal WAL,1993.0,2019.0,Tottenham,eng Premier League,DF,,20.5
Tom Davies,eng ENG,1998.0,2019.0,Everton,eng Premier League,MF,,10.9
Steven Davis,nir NIR,1985.0,2019.0,Southampton,eng Premier League,MF,,1.1
Kevin De Bruyne,be BEL,1991.0,2019.0,Manchester City,eng Premier League,MF,,10.8
Sebastien De Maio,fr FRA,1987.0,2019.0,Udinese,it Serie A,DF,,13.0
Sebastien De Maio,fr FRA,1987.0,2019.0,Bologna,it Serie A,DF,,5.5
Rodrigo De Paul,ar ARG,1994.0,2019.0,Udinese,it Serie A,MF,FW,35.4
Daniele De Rossi,it ITA,1983.0,2019.0,Roma,it Serie A,MF,,14.1
Mattia De Sciglio,it ITA,1992.0,2019.0,Juventus,it Serie A,DF,,19.4
Lorenzo De Silvestri,it ITA,1988.0,2019.0,Torino,it Serie A,DF,MF,26.8
Lucas Deaux,fr FRA,1988.0,2019.0,Guingamp,fr Ligue 1,MF,,13.2
Mathieu Debuchy,fr FRA,1985.0,2019.0,Saint-Étienne,fr Ligue 1,DF,,21.6
Troy Deeney,eng ENG,1988.0,2019.0,Watford,eng Premier League,FW,,28.3
Jermain Defoe,eng ENG,1982.0,2019.0,Bournemouth,eng Premier League,DF,FW,0.3
Steven Defour,be BEL,1988.0,2019.0,Burnley,eng Premier League,MF,,5.0
Grégoire Defrel,mq MTQ,1991.0,2019.0,Sampdoria,it Serie A,FW,MF,26.0
Alessandro Deiola,it ITA,1995.0,2019.0,Parma,it Serie A,MF,,6.1
Alessandro Deiola,it ITA,1995.0,2019.0,Cagliari,it Serie A,MF,,5.0
Romain Del Castillo,fr FRA,1996.0,2019.0,Rennes,fr Ligue 1,FW,MF,14.9
Thomas Delaney,dk DEN,1991.0,2019.0,Dortmund,de Bundesliga,MF,,25.4
Moisés Delgado,es ESP,1994.0,2019.0,Valladolid,es La Liga,DF,,3.0
Cristian Dell'Orco,it ITA,1994.0,2019.0,Empoli,it Serie A,DF,,11.5
Cristian Dell'Orco,it ITA,1994.0,2019.0,Sassuolo,it Serie A,DF,,1.2
Andy Delort,dz ALG,1991.0,2019.0,Montpellier,fr Ligue 1,FW,,34.6
Fabian Delph,eng ENG,1989.0,2019.0,Manchester City,eng Premier League,DF,,8.1
Mousa Dembélé,be BEL,1987.0,2019.0,Tottenham,eng Premier League,MF,,5.7
